category,kegg_drug,pubchem_cid,ligand_title,kegg_target,uniprot_id,target_uniprot_count,target_yamanishi_degree,ligand_yamanishi_degree,label,ligand_MolecularWeight,ligand_MonoisotopicMass,ligand_TPSA,ligand_Complexity,ligand_Charge,ligand_HBondDonorCount,ligand_HBondAcceptorCount,ligand_RotatableBondCount,ligand_HeavyAtomCount,ligand_IsotopeAtomCount,ligand_AtomStereoCount,ligand_DefinedAtomStereoCount,ligand_UndefinedAtomStereoCount,ligand_BondStereoCount,ligand_DefinedBondStereoCount,ligand_UndefinedBondStereoCount,ligand_CovalentUnitCount,ligand_Volume3D,ligand_FeatureCount3D,ligand_FeatureAcceptorCount3D,ligand_FeatureDonorCount3D,ligand_FeatureAnionCount3D,ligand_FeatureCationCount3D,ligand_FeatureRingCount3D,ligand_FeatureHydrophobeCount3D,ligand_ConformerModelRMSD3D,ligand_EffectiveRotorCount3D,ligand_ConformerCount3D,ligand_XLogP,ligand_MW,target_length,target_mass,target_degree_up,affinity,rank,total,inverted_rank,proportion
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:2582,Q14376,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,348,38282,1,-10.9526,6954,7051,97,0.9862430860870799
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:2597,P04406,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,335,36053,30,-9.6127,6376,7051,675,0.9042688980286484
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:2746,P00367,2,2,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,558,61398,2,-9.3581,6128,7051,923,0.8690965820451
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:2936,P00390,2,3,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,522,56257,0,-11.2752,6999,7051,52,0.9926251595518366
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3028,Q99714,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,261,26923,6,-10.0097,6649,7051,402,0.9429868103815062
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3033,Q16836,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,314,34294,0,-9.9445,6619,7051,432,0.938732094738335
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3292,P14061,1,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,328,34950,1,-11.1016,6976,7051,75,0.989363210892072
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3295,P51659,3,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,736,79686,0,-11.0602,6968,7051,83,0.9882286200538931
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:349565,Q96T66,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,252,28322,0,-9.5349,6308,7051,743,0.8946248759041271
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3615,P12268,2,2,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,514,55805,8,-9.5627,6327,7051,724,0.8973195291448022
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3939,P00338,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,332,36689,7,-9.0129,5724,7051,1327,0.8117997447170614
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:3945,P07195,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,334,36638,9,-10.151,6723,7051,328,0.9534817756346617
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:4190,P40925,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,334,36426,1,-8.5589,5118,7051,1933,0.7258544887250036
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:4200,P23368,1,2,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,584,65444,0,-10.1396,6715,7051,336,0.9523471847964827
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:55811,Q96PN6,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,1610,187149,0,-8.7,5334,7051,1717,0.756488441355836
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:5860,P09417,2,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,244,25790,0,-9.9841,6634,7051,417,0.9408594525599205
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:64802,Q9HAN9,1,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,279,31932,17,-10.3266,6795,7051,256,0.9636930931782726
enzyme,D00002,5893,Nadide (JAN/USAN/INN),hsa:6652,Q00796,1,1,37,1,664.4,664.1169476,318,1130,1,8,18,11,44,0,8,8,0,0,0,0,1,449.3,26,11,6,0,4,5,0,2,13,10,-5.9,664.4,357,38325,1,-8.485,5001,7051,2050,0.7092610977166359
enzyme,D00007,33032,L-Glutamic Acid,hsa:2746,P00367,2,2,2,1,147.13,147.0531578,101,145,0,3,5,4,10,0,1,1,0,0,0,0,1,108.5,8,4,1,2,1,0,0,0.6,4,10,-3.7,147.13,558,61398,2,-4.9628,4958,7470,2512,0.6637215528781794
enzyme,D00014,124886,Glutathione,hsa:2936,P00390,2,3,2,1,307.33,307.0838064,160,389,0,6,8,9,20,0,2,2,0,0,0,0,1,222.1,12,6,3,2,1,0,0,1,11,10,-4.5,307.33,522,56257,0,-6.8161,7072,7383,311,0.957876202085873
enzyme,D00014,124886,Glutathione,hsa:2950,P09211,2,1,2,1,307.33,307.0838064,160,389,0,6,8,9,20,0,2,2,0,0,0,0,1,222.1,12,6,3,2,1,0,0,1,11,10,-4.5,307.33,210,23356,25,-5.315,3353,7383,4030,0.454151428958418
enzyme,D00018,54670067,L-Ascorbic Acid,hsa:5033,P13674,1,1,2,1,176.12,176.032088,107,232,0,4,6,2,12,0,2,2,0,0,0,0,1,120.9,8,3,4,0,0,1,0,0.6,2.4,9,-1.6,176.12,534,61049,2,-4.895,2694,7573,4879,0.3557374884457943
enzyme,D00021,6140,L-Phenylalanine,hsa:10056,Q9NSD9,1,1,6,1,165.19,165.0789786,63.3,153,0,2,3,3,12,0,1,1,0,0,0,0,1,132.1,6,2,1,1,1,1,0,0.6,3,10,-1.5,165.19,589,66116,3,-5.6094,4115,7470,3355,0.5508701472556894
enzyme,D00021,6140,L-Phenylalanine,hsa:10667,O95363,1,1,6,1,165.19,165.0789786,63.3,153,0,2,3,3,12,0,1,1,0,0,0,0,1,132.1,6,2,1,1,1,1,0,0.6,3,10,-1.5,165.19,451,52357,70,-7.2296,7396,7470,74,0.9900937081659973
enzyme,D00021,6140,L-Phenylalanine,hsa:2193,Q9Y285,2,1,6,1,165.19,165.0789786,63.3,153,0,2,3,3,12,0,1,1,0,0,0,0,1,132.1,6,2,1,1,1,1,0,0.6,3,10,-1.5,165.19,508,57564,5,-6.0015,5506,7470,1964,0.7370816599732263
enzyme,D00021,6140,L-Phenylalanine,hsa:5053,P00439,1,1,6,1,165.19,165.0789786,63.3,153,0,2,3,3,12,0,1,1,0,0,0,0,1,132.1,6,2,1,1,1,1,0,0.6,3,10,-1.5,165.19,452,51862,0,-5.9742,5418,7470,2052,0.7253012048192771
enzyme,D00021,6140,L-Phenylalanine,hsa:6898,P17735,2,2,6,1,165.19,165.0789786,63.3,153,0,2,3,3,12,0,1,1,0,0,0,0,1,132.1,6,2,1,1,1,1,0,0.6,3,10,-1.5,165.19,454,50399,6,-5.7111,4484,7470,2986,0.6002677376171353
enzyme,D00021,6140,L-Phenylalanine,hsa:7054,P07101,2,2,6,1,165.19,165.0789786,63.3,153,0,2,3,3,12,0,1,1,0,0,0,0,1,132.1,6,2,1,1,1,1,0,0.6,3,10,-1.5,165.19,528,58600,11,-7.2957,7420,7470,50,0.9933065595716198
enzyme,D00027,1174,Uracil,hsa:31,Q13085,1,3,2,1,112.09,112.0272774,58.2,161,0,2,2,0,8,0,0,0,0,0,0,0,1,81.1,5,2,2,0,0,1,0,0.4,0,1,-1.1,112.09,2346,265554,9,-4.3104,2767,7535,4768,0.3672196416721964
enzyme,D00029,171548,Biotin,hsa:5091,P11498,1,1,9,1,244.31,244.0881636,104,298,0,3,4,5,16,0,3,3,0,0,0,0,1,182.8,9,3,2,1,0,2,1,0.8,6,10,0.3,244.31,1178,129634,3,-6.2937,6107,7403,1296,0.8249358368229096
enzyme,D00029,171548,Biotin,hsa:5095,P05165,1,4,9,1,244.31,244.0881636,104,298,0,3,4,5,16,0,3,3,0,0,0,0,1,182.8,9,3,2,1,0,2,1,0.8,6,10,0.3,244.31,728,80059,2,-4.2792,550,7403,6853,0.07429420505200594
enzyme,D00029,171548,Biotin,hsa:56922,Q96RQ3,2,1,9,1,244.31,244.0881636,104,298,0,3,4,5,16,0,3,3,0,0,0,0,1,182.8,9,3,2,1,0,2,1,0.8,6,10,0.3,244.31,725,80473,2,-4.7474,1136,7403,6267,0.15345130352559774
enzyme,D00032,6274,L-Histidine,hsa:3035,P12081,1,1,3,1,155.15,155.0694765,92,151,0,3,4,3,11,0,1,1,0,0,0,0,1,117.2,8,2,2,1,2,1,0,0.6,3,10,-3.2,155.15,509,57411,1,-5.767,6896,7409,513,0.9307598866243758
enzyme,D00032,6274,L-Histidine,hsa:3067,P19113,1,1,3,1,155.15,155.0694765,92,151,0,3,4,3,11,0,1,1,0,0,0,0,1,117.2,8,2,2,1,2,1,0,0.6,3,10,-3.2,155.15,662,74141,1,-4.9011,3731,7409,3678,0.5035767310028344
enzyme,D00035,145742,L-Proline,hsa:2058,P07814,1,1,4,1,115.13,115.0633285,49.3,103,0,2,3,1,8,0,1,1,0,0,0,0,1,89,6,2,1,1,1,1,0,0.4,2,4,-2.5,115.13,1512,170591,7,-5.5532,7398,7473,75,0.9899638699317543
enzyme,D00035,145742,L-Proline,hsa:29920,Q96C36,2,1,4,1,115.13,115.0633285,49.3,103,0,2,3,1,8,0,1,1,0,0,0,0,1,89,6,2,1,1,1,1,0,0.4,2,4,-2.5,115.13,320,33637,0,-4.6498,5272,7473,2201,0.7054730362638834
enzyme,D00035,145742,L-Proline,hsa:5831,P32322,1,1,4,1,115.13,115.0633285,49.3,103,0,2,3,1,8,0,1,1,0,0,0,0,1,89,6,2,1,1,1,1,0,0.4,2,4,-2.5,115.13,319,33361,3,-3.8714,1623,7473,5850,0.21718185467683662
enzyme,D00036,936,Nicotinamide,hsa:683,Q10588,1,1,1,1,122.12,122.0480128,56,114,0,1,2,1,9,0,0,0,0,0,0,0,1,95.2,4,2,1,0,0,1,0,0.4,1,2,-0.4,122.12,318,35724,0,-5.4088,6117,7473,1356,0.8185467683661181
enzyme,D00037,311,Citric Acid,hsa:100,P00813,2,2,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,363,40764,1,-5.5346,5327,7532,2205,0.7072490706319703
enzyme,D00037,311,Citric Acid,hsa:1360,P15086,1,1,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,417,47368,1,-5.8364,6322,7532,1210,0.83935209771641
enzyme,D00037,311,Citric Acid,hsa:1431,O75390,1,1,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,466,51712,0,-5.4882,5167,7532,2365,0.6860063728093467
enzyme,D00037,311,Citric Acid,hsa:231,P15121,1,12,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,316,35853,1,-6.6748,7437,7532,95,0.9873871481678174
enzyme,D00037,311,Citric Acid,hsa:4191,P40926,3,1,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,338,35503,0,-6.3448,7221,7532,311,0.9587095061072757
enzyme,D00037,311,Citric Acid,hsa:4282,P14174,2,1,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,115,12476,5,-4.6482,1845,7532,5687,0.24495485926712693
enzyme,D00037,311,Citric Acid,hsa:635,Q93088,2,1,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,406,44998,0,-5.761,6123,7532,1409,0.812931492299522
enzyme,D00037,311,Citric Acid,hsa:7371,Q9BZX2,1,1,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,261,29299,2,-6.374,7246,7532,286,0.9620286776420606
enzyme,D00037,311,Citric Acid,hsa:8654,O76074,1,20,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,875,99985,2,-5.5019,5216,7532,2316,0.6925119490175252
enzyme,D00037,311,Citric Acid,hsa:9955,Q9Y663,1,1,11,1,192.12,192.0270026,132,227,0,4,7,5,13,0,0,0,0,0,0,0,1,132.7,11,7,1,3,0,0,0,0.6,5,10,-1.7,192.12,406,44900,0,-5.8232,6294,7532,1238,0.8356346255974508
enzyme,D00038,243,Benzoic Acid,hsa:1610,P14920,2,2,2,1,122.12,122.0367794,37.3,103,0,1,2,1,9,0,0,0,0,0,0,0,1,98.2,4,2,0,1,0,1,0,0.4,1,2,1.9,122.12,347,39474,2,-6.2145,7128,7535,407,0.945985401459854
enzyme,D00038,243,Benzoic Acid,hsa:25824,P30044,1,4,2,1,122.12,122.0367794,37.3,103,0,1,2,1,9,0,0,0,0,0,0,0,1,98.2,4,2,0,1,0,1,0,0.4,1,2,1.9,122.12,214,22086,5,-4.9002,2763,7535,4772,0.36668878566688784
enzyme,D00039,6287,L-Valine,hsa:27034,Q9UKU7,1,2,7,1,117.15,117.0789786,63.3,90,0,2,3,2,8,0,1,1,0,0,0,0,1,94.4,6,2,1,1,1,0,1,0.4,2,8,-2.3,117.15,415,45070,1,-4.4815,4522,7473,2951,0.6051117355814265
enzyme,D00039,6287,L-Valine,hsa:5095,P05165,1,4,7,1,117.15,117.0789786,63.3,90,0,2,3,2,8,0,1,1,0,0,0,0,1,94.4,6,2,1,1,1,0,1,0.4,2,8,-2.3,117.15,728,80059,2,-3.2931,559,7473,6914,0.0748026227753245
enzyme,D00039,6287,L-Valine,hsa:586,P54687,1,3,7,1,117.15,117.0789786,63.3,90,0,2,3,2,8,0,1,1,0,0,0,0,1,94.4,6,2,1,1,1,0,1,0.4,2,8,-2.3,117.15,386,42966,8,-5.2791,7308,7473,165,0.9779205138498595
enzyme,D00041,6288,L-Threonine,hsa:5095,P05165,1,4,3,1,119.12,119.0582431,83.6,93,0,3,4,2,8,0,2,2,0,0,0,0,1,88.9,7,3,2,1,1,0,0,0.4,2,9,-2.9,119.12,728,80059,2,-3.2,512,7473,6961,0.06851331459922387
enzyme,D00041,6288,L-Threonine,hsa:6897,P26639,1,1,3,1,119.12,119.0582431,83.6,93,0,3,4,2,8,0,2,2,0,0,0,0,1,88.9,7,3,2,1,1,0,0,0.4,2,9,-2.9,119.12,723,83435,4,-4.4908,4810,7473,2663,0.6436504750434899
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:10747,O00187,1,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,686,75702,10,-4.647,4585,7473,2888,0.6135420848387528
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:11202,O60259,1,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,260,28048,13,-4.1967,2641,7473,4832,0.3534055934698247
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:1200,O14773,1,1,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,563,61248,15,-4.7136,4898,7473,2575,0.6554262009902315
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:1215,P23946,2,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,247,27325,0,-4.3445,3276,7473,4197,0.4383781613809715
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:1675,P00746,1,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,253,27033,0,-4.7157,4910,7473,2563,0.6570319818011509
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:1803,P27487,1,1,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,766,88279,14,-4.7467,5050,7473,2423,0.675766091261876
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2098,P10768,2,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,282,31463,2,-4.7962,5241,7473,2232,0.7013247691690084
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2155,P08709,1,3,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,466,51594,1,-4.3237,3195,7473,4278,0.42753914090726614
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2158,P00740,1,3,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,461,51778,2,-3.3811,531,7473,6942,0.07105580088317945
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2159,P00742,2,5,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,488,54732,3,-5.1081,6345,7473,1128,0.8490566037735849
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2160,P03951,1,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,625,70109,2,-5.2416,6699,7473,774,0.8964271376957046
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:2161,P00748,2,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,615,67792,3,-4.5833,4327,7473,3146,0.5790177974039877
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:28972,Q9Y6A9,2,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,169,18298,2,-4.2346,2805,7473,4668,0.3753512645523886
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3001,P12544,1,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,262,28999,0,-5.1047,6333,7473,1140,0.8474508229626656
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3002,P10144,2,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,247,27716,2,-4.2955,3089,7473,4384,0.4133547437441456
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:354,P07288,2,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,261,28741,0,-4.8557,5480,7473,1993,0.733306570319818
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3816,P06870,1,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,262,28890,0,-4.395,3506,7473,3967,0.4691556269235916
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3817,P20151,2,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,261,28671,0,-4.4451,3724,7473,3749,0.49832731165529237
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:3818,P03952,2,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,638,71343,11,-5.4237,7068,7473,405,0.9458048976314734
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:43,P22303,1,23,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,614,67796,3,-5.5077,7182,7473,291,0.9610598153352068
enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5045,P09958,1,2,51,1,184.15,184.0664595,35.5,144,0,0,4,4,11,0,0,0,0,0,0,0,1,134.5,3,1,0,0,0,0,2,0.6,4,10,1.2,184.15,794,86678,7,-5.0085,6039,7473,1434,0.8081091930951425
