category,kegg_drug,pubchem_cid,ligand_title,kegg_target,uniprot_id,target_uniprot_count,target_yamanishi_degree,ligand_yamanishi_degree,label,ligand_MolecularWeight,ligand_MonoisotopicMass,ligand_TPSA,ligand_Complexity,ligand_Charge,ligand_HBondDonorCount,ligand_HBondAcceptorCount,ligand_RotatableBondCount,ligand_HeavyAtomCount,ligand_IsotopeAtomCount,ligand_AtomStereoCount,ligand_DefinedAtomStereoCount,ligand_UndefinedAtomStereoCount,ligand_BondStereoCount,ligand_DefinedBondStereoCount,ligand_UndefinedBondStereoCount,ligand_CovalentUnitCount,ligand_Volume3D,ligand_FeatureCount3D,ligand_FeatureAcceptorCount3D,ligand_FeatureDonorCount3D,ligand_FeatureAnionCount3D,ligand_FeatureCationCount3D,ligand_FeatureRingCount3D,ligand_FeatureHydrophobeCount3D,ligand_ConformerModelRMSD3D,ligand_EffectiveRotorCount3D,ligand_ConformerCount3D,ligand_XLogP,ligand_MW,target_length,target_mass,target_degree_up,affinity,rank,total,inverted_rank,proportion
nuclear_receptor,D00040,5997,Cholesterol,hsa:6095,P35398,1,2,1,1,386.7,386.3548661,20.2,591,0,1,1,5,28,0,8,8,0,0,0,0,1,325.9,9,1,1,0,0,4,3,0.8,7,8,8.7,386.7,523,58975,3,-11.4303,14,20,6,0.7
nuclear_receptor,D00066,5994,Progesterone,hsa:5241,P06401,1,10,2,1,314.5,314.2245802,34.1,589,0,0,2,1,23,0,6,6,0,0,0,0,1,254.3,6,2,0,0,0,4,0,0.6,2.8,2,3.9,314.5,933,98981,5,-11.2707,13,20,7,0.65
nuclear_receptor,D00094,444795,Retinoic Acid,hsa:5914,P10276,2,4,9,1,300.4,300.2089301,37.3,567,0,1,2,5,22,0,0,0,0,4,4,0,1,258.7,7,2,0,1,0,1,3,0.8,5.8,10,6.3,300.4,462,50771,39,-11.0287,17,20,3,0.85
nuclear_receptor,D00094,444795,Retinoic Acid,hsa:5916,P13631,2,3,9,1,300.4,300.2089301,37.3,567,0,1,2,5,22,0,0,0,0,4,4,0,1,258.7,7,2,0,1,0,1,3,0.8,5.8,10,6.3,300.4,454,50342,6,-10.324,8,20,12,0.4
nuclear_receptor,D00187,5280793,Ergocalciferol,hsa:7421,P11473,2,5,1,1,396.6,396.339216,20.2,678,0,1,1,5,29,0,6,6,0,3,3,0,1,341.1,8,1,1,0,0,3,3,0.8,7,10,7.4,396.6,427,48289,18,-12.0797,15,20,5,0.75
nuclear_receptor,D00188,5280795,Vitamin D3,hsa:7421,P11473,2,5,1,1,384.6,384.339216,20.2,610,0,1,1,6,28,0,5,5,0,2,2,0,1,330.1,8,1,1,0,0,3,3,1,8,8,7.9,384.6,427,48289,18,-11.9154,17,20,3,0.85
nuclear_receptor,D00348,5282379,Isotretinoin,hsa:5914,P10276,2,4,1,1,300.4,300.2089301,37.3,567,0,1,2,5,22,0,0,0,0,4,4,0,1,259,7,2,0,1,0,1,3,0.8,5.8,10,6.3,300.4,462,50771,39,-10.047,0,20,20,0.0
nuclear_receptor,D00506,4763,Phenobarbital,hsa:9970,Q14994,1,1,1,1,232.23,232.0847923,75.3,339,0,2,3,2,17,0,0,0,0,0,0,0,1,175.4,8,3,2,0,0,2,1,0.6,2.6,4,1.5,232.23,352,39942,1,-9.0952,12,20,8,0.6
nuclear_receptor,D00930,5281104,Paricalcitol,hsa:7421,P11473,2,5,1,1,416.6,416.3290453,60.7,676,0,3,3,5,30,0,7,7,0,2,2,0,1,346.2,12,3,3,0,0,3,3,1,7.2,10,5,416.6,427,48289,18,-11.6053,18,20,2,0.9
nuclear_receptor,D01132,5381,Tazarotene,hsa:5916,P13631,2,3,7,1,351.5,351.1293001,64.5,547,0,0,4,5,25,0,0,0,0,0,0,0,1,284.6,6,2,0,0,0,3,1,0.8,3.8,4,4.9,351.5,454,50342,6,-10.5368,11,20,9,0.55
enzyme,D00568,5090,Rofecoxib,hsa:1436,P07333,1,8,2,0,314.4,314.0612801,68.8,556,0,0,4,3,22,0,0,0,0,0,0,0,1,239.4,6,3,0,0,0,3,0,0.6,3.4,8,2.3,314.4,972,107984,4,-10.9657,17,20,3,0.85
enzyme,D03735,156422,Doramapimod,hsa:35,P16219,2,1,2,0,527.7,527.2896401,80.7,777,0,2,5,8,39,0,0,0,0,0,0,0,1,417.8,13,4,2,0,1,5,1,1.2,11.2,10,5.7,527.7,412,44297,1,-12.3768,15,20,5,0.75
enzyme,D00546,42113,Desflurane,hsa:54878,Q6V1X1,2,1,2,0,168.04,168.0009837,9.2,97,0,0,7,2,10,0,1,0,1,0,0,0,1,94.5,1,1,0,0,0,0,0,0.6,3,6,2.6,168.04,898,103358,0,-6.4559,15,20,5,0.75
enzyme,D05458,4771,Phentermine,hsa:50484,Q7LG56,1,2,1,0,149.23,149.1204495,26,112,0,1,1,2,11,0,0,0,0,0,0,0,1,130.7,4,0,1,0,1,1,1,0.4,2,4,1.9,149.23,351,40737,6,-7.3095,0,20,20,0.0
enzyme,D03899,31703,Doxorubicin,hsa:3290,P28845,2,1,2,0,543.5,543.1740607,206,977,0,6,12,5,39,0,6,6,0,0,0,0,1,385.7,21,9,6,0,1,5,0,1,7,10,1.3,543.5,292,32401,0,-11.698,12,20,8,0.6
enzyme,D02375,1549008,Terbinafine,hsa:10,P11245,2,2,1,0,291.4,291.1986998,3.2,428,0,0,1,5,22,0,0,0,0,1,1,0,1,253.5,4,0,0,0,1,2,1,0.6,4,10,5.6,291.4,290,33571,3,-10.8348,17,20,3,0.85
enzyme,D03714,119828,Parecoxib,hsa:6716,P31213,1,1,2,0,370.4,370.0987282,97.7,575,0,1,5,5,26,0,0,0,0,0,0,0,1,281.8,9,4,1,0,0,3,1,0.8,6,10,3.3,370.4,254,28407,3,-10.8842,14,20,6,0.7
enzyme,D01565,10649,Dequalinium Chloride,hsa:8435,O75908,1,4,2,0,527.6,526.2630027,59.8,532,0,2,4,11,36,0,0,0,0,0,0,0,3,,,,,,,,,,,0,,527.6,522,59896,1,-11.2327,13,20,7,0.65
enzyme,D01198,60790,Toborinone,hsa:1645,Q04828,1,1,19,0,384.4,384.1685219,89.1,529,0,3,6,9,28,0,1,0,1,0,0,0,1,298.9,12,5,3,0,1,3,0,1,9,10,1.7,384.4,323,36788,3,-10.0849,7,20,13,0.35
enzyme,D00398,135398741,Valacyclovir Hydrochloride,hsa:4129,P27338,1,20,1,0,360.8,360.1312809,147,483,0,4,7,8,24,0,1,1,0,0,0,0,2,,,,,,,,,,,0,,360.8,520,58763,20,-9.0493,15,20,5,0.75
enzyme,D00503,4748,Perphenazine,hsa:1436,P07333,1,8,2,0,404,403.1485113,55.3,463,0,1,5,6,27,0,0,0,0,0,0,0,1,308.9,9,1,1,0,3,4,0,0.8,7.6,10,4.2,404,972,107984,4,-9.7577,14,20,6,0.7
enzyme,D00512,1775,Phenytoin,hsa:8435,O75908,1,4,2,0,252.27,252.0898776,58.2,350,0,2,2,2,19,0,0,0,0,0,0,0,1,197.2,7,2,2,0,0,3,0,0.6,2.6,3,2.5,252.27,522,59896,1,-10.1021,8,20,12,0.4
enzyme,D00131,3117,Disulfiram,hsa:79001,Q9BQB6,2,2,10,0,296.5,296.0509333,121,201,0,0,4,7,16,0,0,0,0,0,0,0,1,225,2,2,0,0,0,0,0,0.8,9,10,3.9,296.5,163,18235,16,-5.625,11,20,9,0.55
enzyme,D03710,208910,Firocoxib,hsa:5144,Q08499,2,20,2,0,336.4,336.1031449,78.1,614,0,0,5,5,23,0,0,0,0,0,0,0,1,257.3,7,4,0,0,0,2,1,0.8,6,10,2.2,336.4,809,91115,12,-9.5666,18,20,2,0.9
enzyme,D02289,247839,Medrysone,hsa:1610,P14920,2,2,1,0,344.5,344.2351449,54.4,650,0,1,3,1,25,0,8,8,0,0,0,0,1,272.8,8,3,1,0,0,4,0,0.6,2.8,2,2.7,344.5,347,39474,2,-10.8651,3,20,17,0.15
enzyme,D03208,5493444,Aliskiren,hsa:10901,Q9BTZ2,1,1,1,0,551.8,551.3934364,146,717,0,4,7,19,39,0,4,4,0,0,0,0,1,,,,,,,,,,,0,3.5,551.8,278,29537,0,-9.2145,3,20,17,0.15
enzyme,D01582,3475,Gliclazide,hsa:57016,O60218,1,1,2,0,323.4,323.1303627,86.9,497,0,2,4,3,22,0,2,0,2,0,0,0,1,242.8,8,3,2,0,0,3,0,0.8,6.2,10,1.5,323.4,316,36020,3,-10.8009,17,20,3,0.85
enzyme,D00653,6918132,Dorzolamide Hydrochloride,hsa:1610,P14920,2,2,13,0,360.9,360.0038982,151,534,0,3,7,3,20,0,2,2,0,0,0,0,2,,,,,,,,,,,0,,360.9,347,39474,2,-8.3096,5,20,15,0.25
enzyme,D00448,5339,Sulfasalazine,hsa:7172,P51580,1,1,11,0,398.4,398.0684907,150,657,0,3,9,6,28,0,0,0,0,0,0,0,1,291.7,11,5,2,1,0,3,0,0.8,6,10,-0.7,398.4,245,28180,3,-10.9753,8,20,12,0.4
enzyme,D00398,135398741,Valacyclovir Hydrochloride,hsa:6799,P50226,1,2,1,0,360.8,360.1312809,147,483,0,4,7,8,24,0,1,1,0,0,0,0,2,,,,,,,,,,,0,,360.8,295,34310,1,-8.9335,4,20,16,0.2
enzyme,D00050,493570,Riboflavin,hsa:7453,P23381,2,2,2,0,376.4,376.1382844,155,680,0,5,7,5,27,0,3,3,0,0,0,0,1,273,16,7,6,0,0,3,0,0.8,5,10,-1.5,376.4,471,53165,2,-10.0784,5,20,15,0.25
enzyme,D01825,6215,Fluocinolone Acetonide,hsa:3290,P28845,2,1,1,0,452.5,452.201045,93.1,960,0,2,8,2,32,0,9,9,0,0,0,0,1,330.1,14,6,2,0,0,5,1,0.8,3.6,2,2.5,452.5,292,32401,0,-10.9336,8,20,12,0.4
enzyme,D03350,89594,Nicotine,hsa:1543,P04798,2,19,53,0,162.23,162.1156985,16.1,147,0,0,2,1,12,0,1,1,0,0,0,0,1,134.9,4,1,0,0,1,2,0,0.6,2,8,1.2,162.23,512,58165,2,-7.1352,4,20,16,0.2
enzyme,D02559,34521,Toloxatone,hsa:4048,P09960,2,8,2,0,207.23,207.0895433,49.8,244,0,1,3,2,15,0,1,0,1,0,0,0,1,160.9,5,2,1,0,0,2,0,0.6,2.8,10,1.2,207.23,611,69285,1,-8.6618,13,20,7,0.65
enzyme,D02487,9570076,Proguanil Hydrochloride,hsa:57016,O60218,1,1,1,0,290.19,289.086101,88.8,292,0,4,1,4,18,0,0,0,0,1,1,0,2,,,,,,,,,,,0,,290.19,316,36020,3,-9.0986,16,20,4,0.8
enzyme,D03217,6450551,Axitinib,hsa:1544,P05177,1,24,19,0,386.5,386.1201324,96,557,0,2,4,5,28,0,0,0,0,1,1,0,1,303.6,9,3,2,0,0,4,0,0.8,6,10,4.2,386.5,516,58407,1,-12.7919,18,20,2,0.9
enzyme,D01240,63030,Promethazine Teoclate,hsa:7054,P07101,2,2,1,0,499,498.160473,101,596,0,1,6,3,34,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,499,528,58600,11,-14.4249,18,20,2,0.9
enzyme,D03208,5493444,Aliskiren,hsa:10,P11245,2,2,1,0,551.8,551.3934364,146,717,0,4,7,19,39,0,4,4,0,0,0,0,1,,,,,,,,,,,0,3.5,551.8,290,33571,3,-9.4438,12,20,8,0.6
gpcr,D05312,5284603,Oxycodone,hsa:1129,P08172,4,21,3,0,315.4,315.1470582,59,553,0,1,5,1,23,0,4,4,0,0,0,0,1,231.6,11,4,1,0,1,5,0,0.6,2.4,1,1.2,315.4,466,51715,0,-9.7671,11,20,9,0.55
gpcr,D00397,5593,Tropicamide,hsa:153,P08588,1,31,3,0,284.35,284.1524779,53.4,310,0,1,3,6,21,0,1,0,1,0,0,0,1,229,6,3,1,0,0,2,0,0.8,7,10,1.5,284.35,477,51224,5,-8.8131,9,20,11,0.45
gpcr,D00779,2381,Biperiden,hsa:3577,P25024,1,10,2,0,311.5,311.2249145,23.5,422,0,1,2,5,23,0,4,0,4,0,0,0,1,257.2,6,1,1,0,1,3,0,0.8,6.8,10,4.3,311.5,350,39791,4,-10.2082,16,20,4,0.8
gpcr,D00274,2769,Cisapride (USP/INN),hsa:5732,P43116,1,3,3,0,465.9,465.1830623,86.1,581,0,2,7,9,32,0,2,0,2,0,0,0,1,351,11,4,2,0,2,3,0,1.4,11.2,10,3.4,465.9,358,39761,0,-10.1853,13,20,7,0.65
gpcr,D00563,4205,Mirtazapine,hsa:1268,P21554,1,1,4,0,265.35,265.1578976,19.4,345,0,0,3,0,20,0,1,0,1,0,0,0,1,208.5,7,1,0,0,2,4,0,0.6,1,4,3.3,265.35,472,52858,2,-10.2678,9,20,11,0.45
gpcr,D00987,54746,Cabergoline,hsa:1815,P21917,1,4,1,0,451.6,451.2947254,71.7,713,0,2,4,8,33,0,3,3,0,0,0,0,1,358.7,12,2,2,0,3,4,1,1.2,12,10,3.4,451.6,419,43901,6,-10.1349,8,20,12,0.4
gpcr,D00521,5405,Terfenadine,hsa:1132,P08173,1,8,1,0,471.7,471.3137296,43.7,582,0,2,3,9,35,0,1,0,1,0,0,0,1,390.3,10,2,2,0,1,4,1,1,10.2,10,6.6,471.7,479,53049,0,-12.1142,17,20,3,0.85
gpcr,D01712,157313,Epinastine Hydrochloride,hsa:1268,P21554,1,1,2,0,285.77,285.1032752,41.6,378,0,2,1,0,20,0,1,0,1,0,0,0,2,,,,,,,,,,,0,,285.77,472,52858,2,-10.8515,7,20,13,0.35
gpcr,D02566,4011,Maprotiline,hsa:1133,P08912,1,7,4,0,277.4,277.1830497,12,339,0,1,1,4,21,0,0,0,0,0,0,0,1,225.9,5,0,1,0,1,3,0,0.6,4.4,8,4.6,277.4,532,60074,1,-10.2835,10,20,10,0.5
