category,kegg_drug,pubchem_cid,ligand_title,kegg_target,uniprot_ids,label,feature_status
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:23239,O60346,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:28227,Q9Y5P8,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:390956,,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:51207,Q6B8I1;Q9UII6,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:51645,Q9Y3C6,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:53938,A0A024R3V4;Q9H2H8,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5470,O14830,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5475,O14829,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5478,P62937;V9HWF5,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5479,P23284,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5481,E5KN55;Q08752,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5494,P35813,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5495,O75688,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5496,O15355;Q6IAU5,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5499,P62136,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5500,P62140;V9HW04,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5501,P36873,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5515,B3KUN1;P67775,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5516,A0A140VJS0;P62714,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5523,Q06190,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5530,A0A0S2Z4C6;Q08209,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5531,A0A024R625;P60510,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5532,P16298,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5533,P48454,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5536,P53041,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5537,A0A024R861;O00743,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:58190,Q9GZU7,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:63904,Q9H596,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:7957,O95278,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:80824,Q9BY84,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:84152,B3KVQ9;Q9UD71,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:85313,Q8WUA2,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:8555,O60729,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:8556,Q59EF4;Q9UNH5,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:9150,Q9Y5B0,1,missing_ligand_affinity_file
enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:9647,P49593,1,missing_ligand_affinity_file
enzyme,D00109,2244,Aspirin,hsa:5742,P23219,1,feature_complete
enzyme,D00109,2244,Aspirin,hsa:5743,P35354,1,feature_complete
enzyme,D00118,156391,Naproxen,hsa:239,P18054,1,feature_complete
enzyme,D00118,156391,Naproxen,hsa:240,P09917,1,feature_complete
enzyme,D00118,156391,Naproxen,hsa:242,O75342,1,missing_uniprot_affinity_for_target
enzyme,D00118,156391,Naproxen,hsa:246,P16050,1,missing_uniprot_affinity_for_target
enzyme,D00118,156391,Naproxen,hsa:247,O15296,1,feature_complete
enzyme,D00118,156391,Naproxen,hsa:4048,A0A140VK27;P09960,1,feature_complete
enzyme,D00118,156391,Naproxen,hsa:5742,P23219,1,feature_complete
enzyme,D00118,156391,Naproxen,hsa:5743,P35354,1,feature_complete
enzyme,D00120,1548887,Sulindac,hsa:2328,A0A024R8Z4;P31513;Q53FW5,1,missing_uniprot_affinity_for_target
enzyme,D00120,1548887,Sulindac,hsa:3551,O14920,1,feature_complete
enzyme,D00120,1548887,Sulindac,hsa:5742,P23219,1,feature_complete
enzyme,D00120,1548887,Sulindac,hsa:5743,P35354,1,feature_complete
enzyme,D00125,36462,Etoposide,hsa:7153,P11388,1,feature_complete
enzyme,D00125,36462,Etoposide,hsa:7155,Q02880,1,feature_complete
enzyme,D00126,3672,"Ibuprofen, (+-)-",hsa:1559,P11712,1,feature_complete
enzyme,D00126,3672,"Ibuprofen, (+-)-",hsa:239,P18054,1,feature_complete
enzyme,D00126,3672,"Ibuprofen, (+-)-",hsa:240,P09917,1,feature_complete
enzyme,D00126,3672,"Ibuprofen, (+-)-",hsa:242,O75342,1,missing_uniprot_affinity_for_target
enzyme,D00126,3672,"Ibuprofen, (+-)-",hsa:3906,P00709,1,feature_complete
enzyme,D00126,3672,"Ibuprofen, (+-)-",hsa:4048,A0A140VK27;P09960,1,feature_complete
