pubchem_cid,ligand_title,uniprot_id,known_target_yamanishi,known_target_bindingdb,known_target_any_supported,target_likelihood,target_likelihood_sample_prior,affinity,rank_1_based,rank_percentile,reverse_rank_percentile,affinity_zscore_within_ligand,affinity_robust_zscore_within_ligand,affinity_gap_to_next_weaker,affinity_gap_to_previous_stronger,total_ranked_uniprots,ligand_yamanishi_degree_any,target_yamanishi_degree_any,target_in_yamanishi_universe,target_in_bindingdb_universe,likelihood_rank_1_based
10917,(-)-Carnitine,P18825,0,0,0,0.008534500098986908,0.16607201967182103,-4.6074,1942,0.25955626837743917,0.7405773857257418,-0.6275876210946313,-0.9604038285039986,9.999999999976694e-05,0.001100000000000101,7482,4,15,1,1,44
10917,(-)-Carnitine,Q16850,0,0,0,0.008504724726709163,0.16558441558441558,-4.8482,966,0.12910986367281477,0.8710237904303662,-0.9936686539720099,-1.5918447620296314,0.0,0.0002999999999993008,7482,4,12,1,1,45
10917,(-)-Carnitine,Q02763,0,0,0,0.00841871076173895,0.16417280033037532,-4.8523,953,0.12737236033146218,0.8727612937717188,-0.9999017612593729,-1.6025960403828485,0.0,0.00010000000000065512,7482,4,8,1,1,46
10917,(-)-Carnitine,P04798,0,0,0,0.00839629788497061,0.16380422772853667,-5.3853,129,0.017241379310344827,0.9828922747928361,-1.8102057086166936,-3.000262226301297,0.001000000000000334,0.0012999999999996348,7482,4,19,1,1,47
10917,(-)-Carnitine,P21397,0,0,0,0.00839629788497061,0.16380422772853667,-5.1138,369,0.049318364073777064,0.9508152900294039,-1.3974523845875901,-2.2883178182771733,0.00010000000000065512,0.0012999999999996348,7482,4,19,1,1,48
10917,(-)-Carnitine,P05181,0,0,0,0.00839629788497061,0.16380422772853667,-5.0687,431,0.05760491847099706,0.9425287356321839,-1.3288882044265853,-2.1700537563917646,0.00039999999999995595,0.000300000000000189,7482,4,23,1,1,49
10917,(-)-Carnitine,P04035,0,0,0,0.00839629788497061,0.16380422772853667,-4.3282,3280,0.4383854584335739,0.5617481956696071,-0.20312821752584326,-0.22826799527992556,0.0,0.00020000000000042206,7482,4,12,1,1,50
10917,(-)-Carnitine,P02708,0,0,0,0.008299634109579014,0.16221108326371483,-4.2569,3661,0.4893076717455226,0.5108259823576584,-0.09473296152851331,-0.04130064245443741,0.0,0.0,7482,4,11,1,0,51
10917,(-)-Carnitine,Q00535,0,0,0,0.008261327559873254,0.1615781470350408,-4.4973,2486,0.3322641005078856,0.6678695535952954,-0.4602058863778564,-0.6716926707748783,9.999999999976694e-05,0.0,7482,4,1,1,1,52
10917,(-)-Carnitine,P14416,0,0,0,0.008251394954644891,0.1614138831743405,-4.9878,600,0.08019246190858059,0.9199411921946004,-1.2058983557564034,-1.957912678641667,0.0,0.00039999999999995595,7482,4,22,1,0,53
10917,(-)-Carnitine,P11229,0,0,0,0.008251394954644891,0.1614138831743405,-4.5131,2429,0.32464581662657044,0.6754878374766105,-0.48422615348525855,-0.7131244263799644,0.0,0.00010000000000065512,7482,4,27,1,1,54
10917,(-)-Carnitine,P11511,0,0,0,0.008195063108468917,0.1604811193440786,-5.1511,321,0.04290296712109062,0.9572306869820904,-1.4541584582019005,-2.386128228661333,0.0005999999999994898,0.00020000000000042206,7482,4,20,1,1,55
10917,(-)-Carnitine,Q13946,0,0,0,0.008182307014390539,0.16026962567709596,-4.514,2423,0.32384389200748465,0.6762897620956964,-0.4855943965483393,-0.715484463091648,0.0,9.999999999976694e-05,7482,4,18,1,0,56
10917,(-)-Carnitine,P33261,0,0,0,0.008051245245158958,0.15809077478988243,-5.0521,459,0.06134723336006415,0.9387864207431168,-1.3036517212631122,-2.1265241903762946,0.000700000000000145,0.0039999999999995595,7482,4,27,1,1,57
10917,(-)-Carnitine,P08912,0,0,0,0.008023771021673821,0.1576326654448766,-4.8677,902,0.12055600106923282,0.8795776530339481,-1.023313920338741,-1.642978890782745,0.0007999999999999119,9.999999999976694e-05,7482,4,7,1,1,58
10917,(-)-Carnitine,P10635,0,0,0,0.007955915516440924,0.15649920255183414,-4.8237,1046,0.13980219192729218,0.8603314621758889,-0.9564220372548338,-1.527599318211615,0.0,0.000300000000000189,7482,4,30,1,1,59
10917,(-)-Carnitine,Q16696,0,0,0,0.007952077720198007,0.15643500924102816,-5.0051,560,0.07484629778134189,0.9252873563218391,-1.2321990279689385,-2.0032778287662234,0.00039999999999995595,0.00039999999999995595,7482,4,19,1,0,60
10917,(-)-Carnitine,P05177,0,0,0,0.007847292964699782,0.15467872534935354,-4.986,606,0.0809943865276664,0.9191392675755146,-1.203161869630243,-1.953192605218302,0.000300000000000189,0.000300000000000189,7482,4,24,1,1,61
10917,(-)-Carnitine,P11388,0,0,0,0.007819556929687452,0.15421268276590752,-4.9652,649,0.08674151296444801,0.9133921411387329,-1.1715402521723972,-1.898649534548315,0.000900000000000567,0.0002999999999993008,7482,4,15,1,1,62
10917,(-)-Carnitine,P27338,0,0,0,0.007652824018011693,0.15140079317311217,-5.2159,259,0.03461641272387062,0.9655172413793104,-1.5526719587436548,-2.556050871902452,0.0019000000000000128,0.0002999999999993008,7482,4,20,1,1,63
10917,(-)-Carnitine,P24462,0,0,0,0.007652824018011693,0.15140079317311217,-5.1605,311,0.04156642608928094,0.9585672280139,-1.4684489968607355,-2.410777500983347,0.0018000000000002458,0.0004999999999997229,7482,4,18,1,0,64
10917,(-)-Carnitine,P11509,0,0,0,0.007623729336588967,0.15090830222409168,-5.0345,503,0.06722801390002674,0.9329056402031543,-1.27689496802955,-2.0803723613478433,0.000300000000000189,0.00019999999999953388,7482,4,18,1,1,65
10917,(-)-Carnitine,P28223,0,0,0,0.007623729336588967,0.15090830222409168,-4.7937,1173,0.15677626303127506,0.8433573910719059,-0.9108139351521714,-1.4489314278222105,0.000300000000000189,0.00019999999999953388,7482,4,18,1,1,66
10917,(-)-Carnitine,P11473,0,0,0,0.0075916398701413625,0.1503644882014525,-5.3226,162,0.02165196471531676,0.9784816893878642,-1.7148847752221277,-2.8358463353874392,0.000600000000000378,0.0012999999999996348,7482,4,5,1,0,67
10917,(-)-Carnitine,P00390,0,0,0,0.0075916398701413625,0.1503644882014525,-4.8587,933,0.12469927826784283,0.8754343758353381,-1.0096314897079413,-1.6193785236659224,9.999999999976694e-05,0.0,7482,4,3,1,1,68
10917,(-)-Carnitine,P06276,0,0,0,0.007583755140942315,0.15023076597366303,-4.8176,1059,0.14153969526864474,0.8585939588345362,-0.9471483898272922,-1.5116035138324357,9.999999999976694e-05,0.0005000000000006111,7482,4,11,1,1,69
10917,(-)-Carnitine,O60658,0,0,0,0.007458224401424911,0.14809641263129636,-4.3864,3002,0.4012296177492649,0.5989040363539161,-0.2916079356050107,-0.3808837026353739,0.00020000000000042206,0.00039999999999995595,7482,4,20,1,0,70
10917,(-)-Carnitine,P30556,0,0,0,0.0074229699631253535,0.14749516203004576,-4.4278,2821,0.37703822507350976,0.6230954290296712,-0.3545471165066867,-0.4894453913727551,0.0005000000000006111,9.999999999976694e-05,7482,4,8,1,0,71
10917,(-)-Carnitine,P15538,0,0,0,0.007256191754405774,0.1446398656459206,-4.7632,1304,0.17428495054798182,0.8258487035551991,-0.8644456980144636,-1.3689524059263145,0.00010000000000065512,9.999999999976694e-05,7482,4,11,1,0,72
10917,(-)-Carnitine,P08588,0,0,0,0.0071721148319912895,0.14319354419128963,-4.6729,1651,0.2206629243517776,0.7794707297514034,-0.7271653106854467,-1.132162055854202,0.00010000000000065512,0.0002999999999993008,7482,4,31,1,0,73
10917,(-)-Carnitine,P03372,0,0,0,0.007125142013860851,0.14238347624643552,-4.7002,1540,0.2058273188986902,0.7943063352044908,-0.7686686835988695,-1.2037498361085601,0.0005999999999994898,0.00020000000000042206,7482,4,15,1,1,74
10917,(-)-Carnitine,P28039,0,0,0,0.0071088204031504905,0.1421016617974428,-3.7814,5913,0.7902967121090617,0.20983694199411917,0.6281554567987017,1.205585420217648,0.0,0.0007999999999999119,7482,4,1,1,0,75
10917,(-)-Carnitine,Q08499,0,0,0,0.007092979323010138,0.14182797605312525,-4.6105,1934,0.25848703555199143,0.7416466185511895,-0.6323004583119064,-0.968532843844237,0.0,9.999999999976694e-05,7482,4,20,1,1,76
10917,(-)-Carnitine,P50613,0,0,0,0.007084799965492158,0.1416865966517625,-4.4707,2608,0.34856990109596364,0.6515637530072174,-0.4197667025134946,-0.6019404746296044,9.999999999976694e-05,0.0,7482,4,1,1,1,77
10917,(-)-Carnitine,Q16828,0,0,0,0.007083763652120083,0.14166868091696733,-4.4572,2678,0.35792568831863136,0.6422079657845496,-0.39924305656729664,-0.5665399239543727,0.00010000000000065512,0.0,7482,4,2,1,0,78
10917,(-)-Carnitine,O14920,0,0,0,0.007082463754241506,0.1416462073415347,-4.825,1043,0.13940122961774926,0.8607324244854317,-0.95839838834595,-1.5310082601284905,0.00039999999999995595,9.999999999976694e-05,7482,4,3,1,1,79
10917,(-)-Carnitine,Q9Y233,0,0,0,0.006998201887979273,0.14018703826713427,-4.4163,2872,0.3838545843357391,0.6162790697674418,-0.3370640107006646,-0.45928936672348086,0.0002999999999993008,0.0,7482,4,20,1,1,80
10917,(-)-Carnitine,P31644,0,0,0,0.006987024916434015,0.13999313169223934,-3.9422,5269,0.7042234696605186,0.29591018444266237,0.3836960295284256,0.7839255277304313,0.001000000000000334,9.999999999976694e-05,7482,4,16,1,0,81
10917,(-)-Carnitine,Q16790,0,0,0,0.006962743146239379,0.13957158665364017,-5.161,310,0.04143277198609997,0.958700882117081,-1.4692091318957794,-2.4120886324898367,0.0004999999999997229,0.001200000000000756,7482,4,10,1,1,82
10917,(-)-Carnitine,Q9UGM1,0,0,0,0.006962743146239379,0.13957158665364017,-4.5878,2035,0.27198609997326917,0.7281475541299118,-0.5977903277208905,-0.9090074734495854,0.0002999999999993008,0.0,7482,4,14,1,0,83
10917,(-)-Carnitine,P47900,0,0,0,0.006759741985938011,0.13603195126047066,-5.2745,195,0.026062550120288693,0.9740711039828923,-1.6417597848508563,-2.7097154844630897,0.0009999999999994458,0.0,7482,4,1,1,0,84
10917,(-)-Carnitine,P21549,0,0,0,0.006672572978741844,0.13450352044052075,-4.4243,2844,0.38011226944667204,0.620021384656509,-0.34922617126137484,-0.4802674708273225,0.0004999999999997229,0.00020000000000042206,7482,4,1,1,0,85
10917,(-)-Carnitine,O95278,0,0,0,0.006601780763249509,0.13325845534050884,-5.1306,345,0.04611066559743384,0.9540229885057472,-1.4229929217650816,-2.3323718368952404,0.0022999999999999687,0.0032999999999994145,7482,4,2,1,0,86
10917,(-)-Carnitine,Q07343,0,0,0,0.006590013045555233,0.13305115936694886,-4.8993,801,0.1070569366479551,0.8930767174552259,-1.0713544545535465,-1.7258424019929195,9.999999999976694e-05,0.0,7482,4,20,1,0,87
10917,(-)-Carnitine,P41595,0,0,0,0.006583737061486928,0.1329405653012153,-4.7722,1256,0.16786955359529537,0.8322641005078856,-0.8781281286452618,-1.3925527730431349,9.999999999976694e-05,0.00010000000000065512,7482,4,6,1,1,88
10917,(-)-Carnitine,Q9UNU6,0,0,0,0.00648764151955961,0.13124383463366515,-4.8637,917,0.12256081261694735,0.8775728414862336,-1.017232840058385,-1.632489838730823,0.00019999999999953388,0.000300000000000189,7482,4,11,1,0,89
10917,(-)-Carnitine,P14920,0,0,0,0.006387226529242779,0.12946407994045775,-5.2966,174,0.023255813953488372,0.9768778401496926,-1.6753577533998183,-2.767667497049952,0.0004999999999997229,0.000600000000000378,7482,4,2,1,1,90
10917,(-)-Carnitine,P00740,0,0,0,0.006359206209355789,0.12896621029478395,-3.3877,6768,0.9045709703287891,0.09556268377439192,1.2266857833926545,2.237970368427953,0.00039999999999995595,0.0012999999999996348,7482,4,3,1,0,91
10917,(-)-Carnitine,O43924,0,0,0,0.006338521414624629,0.12859833198816248,-4.5155,2412,0.322373696872494,0.6777599572306869,-0.4878748016534726,-0.7194178576111185,0.0005000000000006111,0.000700000000000145,7482,4,20,1,0,92
10917,(-)-Carnitine,P22680,0,0,0,0.006333974790038865,0.12851743083096576,-4.6809,1617,0.2161186848436247,0.7840149692595563,-0.7393274712461569,-1.1531401599580438,0.0,0.00019999999999953388,7482,4,11,1,0,93
10917,(-)-Carnitine,O75715,0,0,0,0.006174592891116029,0.1256723880577912,-4.0675,4708,0.6292435177759957,0.37089013632718526,0.19320618974630177,0.45535597220401275,9.999999999976694e-05,0.00039999999999995595,7482,4,1,1,0,94
10917,(-)-Carnitine,P35462,0,0,0,0.0061479079573739425,0.12519432244650766,-4.9116,764,0.10211173483025929,0.8980219192729216,-1.0900537764156382,-1.7580962370525755,0.000300000000000189,9.999999999976694e-05,7482,4,13,1,0,95
10917,(-)-Carnitine,Q12791,0,0,0,0.0061479079573739425,0.12519432244650766,-4.8155,1063,0.1420743116813686,0.8580593424218124,-0.9439558226801065,-1.5060967615051783,0.00039999999999995595,0.0012999999999996348,7482,4,12,1,0,96
10917,(-)-Carnitine,O76074,0,0,0,0.0061479079573739425,0.12519432244650766,-4.5983,1985,0.26530339481422077,0.7348302592889602,-0.6137531634568233,-0.9365412350858785,0.0,0.0007999999999999119,7482,4,20,1,0,97
10917,(-)-Carnitine,P23415,0,0,0,0.006063876940758823,0.12368563822052193,-4.2309,3798,0.5076182838813151,0.49251537022186576,-0.05520593970620532,0.026878195883047306,0.0,9.999999999976694e-05,7482,4,10,1,0,98
10917,(-)-Carnitine,P32297,0,0,0,0.006060644137537725,0.12362749795372423,-4.5175,2403,0.32117080994386527,0.6789628441593156,-0.4909153417936498,-0.7246623836370784,0.00020000000000042206,9.999999999976694e-05,7482,4,14,1,0,99
10917,(-)-Carnitine,P51843,0,0,0,0.006040494542527483,0.12326495264186284,-3.419,6720,0.8981555733761026,0.10197808072707837,1.1791013301988758,2.155893536121673,0.00010000000000021103,9.999999999976694e-05,7482,4,1,1,1,100
10917,(-)-Carnitine,P47989,0,0,0,0.005991511910216935,0.12238243285371235,-5.438,106,0.014167334937182571,0.9859663191659984,-1.8903239413103718,-3.138455487085353,0.004499999999999282,0.0022999999999999687,7482,4,2,1,1,101
10917,(-)-Carnitine,P42262,0,0,0,0.005991511910216935,0.12238243285371235,-5.2901,182,0.024325046778936113,0.9758086073242449,-1.6654759979442413,-2.750622787465581,0.0038999999999997925,0.000700000000000145,7482,4,3,1,0,102
10917,(-)-Carnitine,Q16647,0,0,0,0.005991511910216935,0.12238243285371235,-4.3942,2970,0.39695268644747395,0.6031809676557071,-0.30346604215170253,-0.4013373541366184,0.0002999999999993008,0.00020000000000042206,7482,4,12,1,0,103
10917,(-)-Carnitine,P68402,0,0,0,0.005966349191147435,0.1219284190482693,-4.441,2759,0.3687516706762898,0.6313819834268912,-0.3746146814318577,-0.5240592631440923,0.0,0.00020000000000042206,7482,4,1,1,0,104
10917,(-)-Carnitine,P32322,0,0,0,0.0059226516991597936,0.12113891776160905,-3.8358,5722,0.7647687784014969,0.23536487570168407,0.5454527649858723,1.0629343123115256,9.999999999976694e-05,0.00010000000000021103,7482,4,1,1,0,105
10917,(-)-Carnitine,O00555,0,0,0,0.005919652718464908,0.12108468437677437,-2.9661,7140,0.9542902967121091,0.045843357391071926,1.8676316449420847,3.3435164547004064,0.00019999999999997797,0.000500000000000167,7482,4,14,1,0,106
10917,(-)-Carnitine,O75688,0,0,0,0.005873426678942729,0.12024792943486616,-4.454,2693,0.3599304998663459,0.640203154236835,-0.39437819234301175,-0.5581486823128347,9.999999999976694e-05,0.00020000000000042206,7482,4,2,1,0,107
10917,(-)-Carnitine,O00187,0,0,0,0.005873426678942729,0.12024792943486616,-4.4506,2700,0.3608660785886127,0.6392675755145683,-0.3892092741047098,-0.5492329880687018,9.999999999976694e-05,0.00020000000000042206,7482,4,2,1,0,108
10917,(-)-Carnitine,Q9Y663,0,0,0,0.005824423969462099,0.1193592567446599,-5.2457,226,0.03020582731889869,0.9699278267842822,-1.5979760068323001,-2.6341943096892613,0.00010000000000065512,0.0,7482,4,1,1,0,109
10917,(-)-Carnitine,P07288,0,0,0,0.005824423969462099,0.1193592567446599,-4.8689,891,0.11908580593424219,0.8810478481689388,-1.0251382444228472,-1.646125606398321,9.999999999976694e-05,0.00039999999999995595,7482,4,2,1,0,110
10917,(-)-Carnitine,Q15722,0,0,0,0.005824423969462099,0.1193592567446599,-4.7222,1453,0.194199411921946,0.805934242181235,-0.802114625140823,-1.2614396223941253,9.999999999976694e-05,9.999999999976694e-05,7482,4,1,1,0,111
10917,(-)-Carnitine,Q05315,0,0,0,0.005824423969462099,0.1193592567446599,-4.1939,3992,0.5335471798984229,0.4665864742047581,0.0010440528870794474,0.12390192736331455,0.0,0.0008999999999996788,7482,4,1,1,0,112
10917,(-)-Carnitine,P13674,0,0,0,0.005824423969462099,0.1193592567446599,-4.1197,4426,0.5915530606789628,0.40858059342421815,0.11384809208766737,0.3184738429264462,0.0,0.000300000000000189,7482,4,1,1,0,113
10917,(-)-Carnitine,P12821,0,0,0,0.005800561374560277,0.11892588586833659,-4.3756,3052,0.4079123229083133,0.5922213311948676,-0.2751890188480523,-0.35256326209518857,0.000600000000000378,0.0004999999999997229,7482,4,31,1,1,114
10917,(-)-Carnitine,P54687,0,0,0,0.005785545596673061,0.11865297484714639,-5.3001,171,0.02285485164394547,0.9772788024592355,-1.6806786986451288,-2.7768454175953825,0.0007999999999999119,0.0018000000000002458,7482,4,3,1,0,115
