pubchem_cid,uniprot_id,in_old_bindingdb_positive,in_yamanishi_all,in_yamanishi_feature_complete
119828,P35354,0,1,1
11983193,A0N0X8,0,1,0
11983193,C1ID52,0,1,0
11983193,P04798,0,1,0
11983193,P05093,0,1,0
11983193,P05177,0,1,0
11983193,P05181,0,1,0
11983193,P08684,0,1,0
11983193,P10632,0,1,0
11983193,P10635,0,1,0
11983193,P11509,0,1,0
11983193,P11511,0,1,0
11983193,P11712,0,1,0
11983193,P13584,0,1,0
11983193,P20813,0,1,0
11983193,P20815,0,1,0
11983193,P20853,0,1,0
11983193,P24462,0,1,0
11983193,P24903,0,1,0
11983193,P33260,0,1,0
11983193,P33261,0,1,0
11983193,P51589,0,1,0
11983193,Q16678,0,1,0
11983193,Q16696,0,1,0
11983193,Q1HB44,0,1,0
11983193,Q53TK1,0,1,0
11983193,Q5Y7H2,0,1,0
11983193,Q6GRK0,0,1,0
11983193,Q7Z348,0,1,0
11983193,Q86W10,0,1,0
11983193,Q8IYG4,0,1,0
11983193,Q8N118,0,1,0
11983193,Q8TCA4,0,1,0
11983193,Q96SQ9,0,1,0
11983193,Q9HB55,0,1,0
121586,P14324,0,1,1
121587,B4DK78,0,1,0
121587,P02708,0,1,1
121587,P22303,0,1,1
121587,P30532,0,1,0
121587,P32297,0,1,0
121587,P36544,0,1,1
121587,P43681,0,1,1
121587,Q15822,0,1,1
121587,Q15825,0,1,0
121587,Q53SH4,0,1,0
121587,Q59FV0,0,1,0
121587,Q6EWN4,0,1,0
121587,Q9GZZ6,0,1,0
121587,Q9UGM1,0,1,1
122142,A8K8E4,0,1,0
122142,B2R7Y7,0,1,0
122142,P21728,0,1,1
122142,P23975,0,1,0
122142,P30531,0,1,1
122142,P31645,0,1,1
122142,P35462,0,1,1
122142,P41145,0,1,1
122142,Q01959,0,1,0
122142,Q14524,0,1,1
122142,Q9UI33,0,1,0
122142,Q9Y5Y9,0,1,1
122142,X5D2G4,0,1,0
122327,P35610,1,0,0
122824,P06276,0,1,1
122824,P11229,0,1,1
122824,Q53XZ3,0,1,0
122824,Q8TCU5,0,1,0
123596,E5KMK7,0,1,0
123596,O95985,0,1,1
123596,P11387,0,1,1
123596,Q13472,0,1,1
123596,Q969P6,0,1,0
123596,Q9BVT2,0,1,0
123619,P23219,0,1,1
123619,P35354,0,1,1
123631,A0A087WX63,0,1,0
123631,A0A140VJJ0,0,1,0
123631,A0A384MU00,0,1,0
123631,B6D4Y2,0,1,0
123631,B7ZKJ3,0,1,0
123631,F2YGG7,0,1,0
123631,F6QWY5,0,1,0
123631,F6RDZ0,0,1,0
123631,F6TUL7,0,1,0
123631,O15146,0,1,0
123631,P00533,0,1,1
123631,P04626,0,1,1
123631,P04629,0,1,1
123631,P06213,0,1,0
123631,P07333,0,1,1
123631,P07949,0,1,0
123631,P08069,0,1,0
123631,P08581,0,1,0
123631,P08922,0,1,1
123631,P09619,0,1,1
123631,P10721,0,1,1
123631,P11362,0,1,1
123631,P14616,0,1,0
123631,P16234,0,1,1
123631,P17948,0,1,0
123631,P21709,0,1,1
123631,P21802,0,1,1
123631,P21860,0,1,1
123631,P22455,0,1,1
123631,P22607,0,1,1
123631,P29317,0,1,0
123631,P29320,0,1,1
123631,P29322,0,1,1
123631,P29323,0,1,1
123631,P29376,0,1,1
123631,P30530,0,1,1
123631,P34925,0,1,1
123631,P35590,0,1,1
123631,P35916,0,1,1
123631,P35968,0,1,1
123631,P36888,0,1,1
123631,P54753,0,1,1
123631,P54756,0,1,1
123631,P54760,0,1,1
123631,P54762,0,1,1
123631,P54764,0,1,1
123631,Q01973,0,1,1
123631,Q01974,0,1,1
123631,Q02763,0,1,1
123631,Q04912,0,1,1
123631,Q06418,0,1,1
123631,Q08345,0,1,1
123631,Q0IJ44,0,1,0
123631,Q12866,0,1,1
123631,Q13308,0,1,1
123631,Q15303,0,1,1
123631,Q15375,0,1,1
123631,Q16288,0,1,1
123631,Q16620,0,1,1
123631,Q16832,0,1,1
123631,Q4LE53,0,1,0
123631,Q504U8,0,1,0
123631,Q548C2,0,1,0
123631,Q59F04,0,1,0
123631,Q59FQ5,0,1,0
123631,Q59FT4,0,1,0
123631,Q59HG2,0,1,0
123631,Q5VWE5,0,1,0
123631,Q6NVW1,0,1,0
123631,Q6P4R6,0,1,0
123631,Q8WTZ8,0,1,0
123631,Q96L35,0,1,0
123631,Q9UF33,0,1,0
123631,Q9UM73,0,1,1
123631,X5D2R1,0,1,0
123631,X5DNK3,0,1,0
124886,P00390,0,1,1
124886,P09211,0,1,1
124886,V9HW90,0,1,0
124886,V9HWE9,0,1,0
126941,B0YJ76,0,1,0
126941,O00206,1,0,0
126941,O43521,1,0,0
126941,P00374,1,1,1
126941,P04818,1,0,0
126941,P09429,1,0,0
126941,P11413,1,0,0
126941,P14207,1,0,0
126941,P15328,1,0,0
126941,P22102,1,0,0
126941,P31939,1,0,0
126941,P34896,1,0,0
126941,P34897,1,0,0
126941,P41440,1,0,0
126941,P52209,1,0,0
126941,P52292,1,0,0
126941,Q15788,1,0,0
126941,Q99707,1,0,0
126941,Q9UM07,1,0,0
126941,Q9Y6Q9,1,0,0
129791,P06276,0,1,1
129791,P22303,0,1,1
130275496,Q9UHD2,1,0,0
13109,G4XH65,0,1,0
13109,P03372,0,1,1
13109,P06401,0,1,1
13109,P35348,0,1,0
131679,O75908,1,0,0
131679,P35610,1,0,0
13221,B4DK78,0,1,0
13221,P02708,0,1,0
13221,P30532,0,1,0
13221,P32297,0,1,1
13221,P36544,0,1,1
13221,P43681,0,1,1
13221,Q15822,0,1,1
13221,Q15825,0,1,0
13221,Q53SH4,0,1,0
13221,Q59FV0,0,1,0
13221,Q6EWN4,0,1,0
13221,Q9GZZ6,0,1,0
13221,Q9UGM1,0,1,1
132228,P22303,0,1,1
132519,O14672,1,0,0
132519,O75173,1,0,0
132519,P03956,1,0,0
132519,P08253,1,0,0
132519,P08254,1,0,0
132519,P09237,1,0,0
132519,P14780,1,0,0
132519,P22894,1,0,0
132519,P39900,1,0,0
132519,P45452,1,0,0
132519,P50281,1,0,0
132519,P51512,1,0,0
132519,P78536,1,0,0
132519,Q9UNA0,1,0,0
13290219,A0A0S2Z3D0,0,1,0
13290219,A8K3J4,0,1,0
13290219,B4DUH8,0,1,0
13290219,O43570,0,1,1
13290219,P00915,0,1,1
13290219,P00918,0,1,1
13290219,P07451,0,1,1
13290219,P22748,0,1,1
13290219,P23280,0,1,1
13290219,P35218,0,1,0
13290219,P35219,0,1,1
13290219,P43166,0,1,1
13290219,Q16790,0,1,1
13290219,Q8N1Q1,0,1,1
13290219,Q9ULX7,0,1,1
13290219,Q9Y2D0,0,1,0
13290219,V9HW21,0,1,0
13290219,V9HWA3,0,1,0
13290219,V9HWE3,0,1,0
133264,P15121,0,1,1
1349907,A0A024R6K8,0,1,0
1349907,A0A024R8Z4,0,1,0
1349907,A8K415,0,1,0
1349907,B2RCG5,0,1,0
1349907,P05164,0,1,1
1349907,P07202,0,1,0
1349907,P23381,0,1,1
1349907,P31513,0,1,0
1349907,P49895,0,1,0
1349907,P55073,0,1,0
1349907,Q01740,0,1,0
1349907,Q502Y3,0,1,0
1349907,Q53FW5,0,1,0
1349907,Q6P534,0,1,0
1349907,Q86TU3,0,1,0
1349907,Q92813,0,1,0
135398513,A0A024R2M6,0,1,0
135398513,P09110,0,1,1
135398641,P00491,0,1,1
135398641,V9HWH6,0,1,0
135398658,Q05932,0,1,0
135398658,Q92820,0,1,1
135398735,O75469,0,1,1
135398737,A0A2D3FAF9,0,1,0
135398737,A4D1Q0,0,1,0
135398737,A4D2N2,0,1,0
135398737,A5X5Y0,0,1,0
135398737,A8K215,0,1,0
135398737,A8K5W4,0,1,0
135398737,B4E398,0,1,0
135398737,C1ID52,0,1,0
135398737,O95264,0,1,0
135398737,P05177,0,1,1
135398737,P08172,0,1,1
135398737,P08684,0,1,1
135398737,P08908,0,1,1
135398737,P08913,0,1,1
135398737,P10635,0,1,1
135398737,P11229,0,1,1
135398737,P14416,0,1,1
135398737,P18089,0,1,1
135398737,P21728,0,1,1
135398737,P21917,0,1,1
135398737,P21918,0,1,0
135398737,P25100,0,1,0
135398737,P28221,0,1,1
135398737,P28222,0,1,1
135398737,P28223,0,1,1
135398737,P28335,0,1,1
135398737,P28566,0,1,1
135398737,P30939,0,1,1
135398737,P33261,0,1,1
135398737,P34969,0,1,1
135398737,P35348,0,1,0
135398737,P35367,0,1,1
135398737,P35368,0,1,0
135398737,P41595,0,1,1
135398737,P46098,0,1,0
135398737,P47898,0,1,1
135398737,P50406,0,1,1
135398737,Q13049,0,1,1
135398737,Q13639,0,1,1
135398737,Q53XZ3,0,1,0
135398737,Q5Y7H2,0,1,0
135398737,Q5ZGX3,0,1,0
135398737,Q6GRK0,0,1,0
135398737,Q6SL56,0,1,0
135398737,Q86SJ1,0,1,0
135398737,Q9H3N8,0,1,0
135398737,X5D7I5,0,1,0
135398740,A0A024R2M6,0,1,0
135398740,P09110,0,1,1
135398741,A0A024R2M6,0,1,0
135398741,P09110,0,1,1
135398745,A4D1Q0,0,1,0
135398745,A8K8E4,0,1,0
135398745,A8KAG8,0,1,0
135398745,C1ID52,0,1,0
135398745,P05177,0,1,1
135398745,P07550,0,1,1
135398745,P08172,0,1,1
135398745,P08173,0,1,1
135398745,P08588,0,1,1
135398745,P08912,0,1,1
135398745,P08913,0,1,1
135398745,P10635,0,1,1
135398745,P11229,0,1,1
135398745,P13945,0,1,0
135398745,P14416,0,1,1
135398745,P18089,0,1,1
135398745,P20309,0,1,1
135398745,P21728,0,1,1
135398745,P21917,0,1,1
135398745,P21918,0,1,0
135398745,P25100,0,1,0
135398745,P28223,0,1,1
135398745,P28335,0,1,1
135398745,P35348,0,1,0
135398745,P35367,0,1,1
135398745,P35368,0,1,0
135398745,P35462,0,1,1
135398745,P50406,0,1,1
135398745,Q53XZ3,0,1,0
135398745,Q5Y7H2,0,1,0
135398745,Q6SL56,0,1,0
135398745,Q86SJ1,0,1,0
135398745,X5D2G4,0,1,0
135398745,X5DQM5,0,1,0
135398748,A0A024R2M6,0,1,0
135398748,P09110,0,1,1
135400182,P04818,0,1,1
135400182,Q53Y97,0,1,0
135401907,P47989,0,1,1
135409453,A0A2D3FAF9,0,1,0
135409453,Q13639,0,1,1
135413520,P04818,0,1,1
135413520,Q53Y97,0,1,0
135413523,A0A0S2Z4T6,0,1,0
135413523,A0A140VJR0,0,1,0
135413523,A7E2E5,0,1,0
135413523,B3KN77,0,1,0
135413523,F6R4I1,0,1,0
135413523,O00408,0,1,0
135413523,O43849,0,1,0
135413523,O43924,0,1,1
135413523,O60658,0,1,1
135413523,O76074,0,1,1
135413523,O76083,0,1,1
135413523,O95263,0,1,0
135413523,P18545,0,1,1
135413523,P27815,0,1,1
135413523,P54750,0,1,0
135413523,Q07343,0,1,1
135413523,Q08493,0,1,1
135413523,Q08499,0,1,1
135413523,Q13370,0,1,1
135413523,Q13946,0,1,1
135413523,Q13956,0,1,0
135413523,Q14123,0,1,0
135413523,Q32MM7,0,1,0
135413523,Q6IB24,0,1,0
135413523,Q8IW54,0,1,0
135413523,Q9HCR9,0,1,0
135413523,Q9NP56,0,1,0
135413523,Q9Y233,0,1,1
135413523,X5DNX5,0,1,0
135413545,A0A087WX63,0,1,0
135413545,A0A140VJJ0,0,1,0
135413545,A0A384MU00,0,1,0
135413545,B6D4Y2,0,1,0
135413545,B7ZKJ3,0,1,0
135413545,F2YGG7,0,1,0
135413545,F6QWY5,0,1,0
135413545,F6RDZ0,0,1,0
135413545,F6TUL7,0,1,0
135413545,O15146,0,1,0
135413545,P00533,0,1,0
135413545,P04626,0,1,0
135413545,P04629,0,1,0
135413545,P06213,0,1,0
135413545,P07333,0,1,0
135413545,P07949,0,1,0
135413545,P08069,0,1,0
135413545,P08581,0,1,0
135413545,P08922,0,1,0
135413545,P09619,0,1,0
135413545,P10721,0,1,0
135413545,P11362,0,1,0
135413545,P14616,0,1,0
135413545,P16234,0,1,0
135413545,P17948,0,1,0
135413545,P21709,0,1,0
135413545,P21802,0,1,0
135413545,P21860,0,1,0
135413545,P22455,0,1,0
135413545,P22607,0,1,0
135413545,P29317,0,1,0
135413545,P29320,0,1,0
135413545,P29322,0,1,0
135413545,P29323,0,1,0
135413545,P29376,0,1,0
135413545,P30530,0,1,0
135413545,P34925,0,1,0
135413545,P35590,0,1,0
135413545,P35916,0,1,0
135413545,P35968,0,1,0
135413545,P36888,0,1,0
135413545,P54753,0,1,0
135413545,P54756,0,1,0
135413545,P54760,0,1,0
135413545,P54762,0,1,0
135413545,P54764,0,1,0
135413545,Q01973,0,1,0
135413545,Q01974,0,1,0
135413545,Q02763,0,1,0
135413545,Q04912,0,1,0
135413545,Q06418,0,1,0
135413545,Q08345,0,1,0
135413545,Q0IJ44,0,1,0
135413545,Q12866,0,1,0
135413545,Q13308,0,1,0
135413545,Q15303,0,1,0
135413545,Q15375,0,1,0
135413545,Q16288,0,1,0
135413545,Q16620,0,1,0
135413545,Q16832,0,1,0
135413545,Q4LE53,0,1,0
135413545,Q504U8,0,1,0
135413545,Q548C2,0,1,0
135413545,Q59F04,0,1,0
135413545,Q59FQ5,0,1,0
135413545,Q59FT4,0,1,0
135413545,Q59HG2,0,1,0
135413545,Q5VWE5,0,1,0
135413545,Q6NVW1,0,1,0
135413545,Q6P4R6,0,1,0
135413545,Q8WTZ8,0,1,0
135413545,Q96L35,0,1,0
135413545,Q9UF33,0,1,0
135413545,Q9UM73,0,1,0
135413545,X5D2R1,0,1,0
135413545,X5DNK3,0,1,0
135414253,A0A0S2Z4T6,0,1,0
135414253,A0A140VJR0,0,1,0
135414253,A7E2E5,0,1,0
135414253,B3KN77,0,1,0
135414253,F6R4I1,0,1,0
135414253,O00408,0,1,0
135414253,O43849,0,1,0
135414253,O43924,0,1,0
135414253,O60658,0,1,0
135414253,O76074,0,1,0
135414253,O76083,0,1,0
135414253,O95263,0,1,0
135414253,P18545,0,1,0
135414253,P27815,0,1,0
135414253,P54750,0,1,0
135414253,Q07343,0,1,0
135414253,Q08493,0,1,0
135414253,Q08499,0,1,0
135414253,Q13370,0,1,0
135414253,Q13946,0,1,0
135414253,Q13956,0,1,0
135414253,Q14123,0,1,0
135414253,Q32MM7,0,1,0
135414253,Q6IB24,0,1,0
135414253,Q8IW54,0,1,0
135414253,Q9HCR9,0,1,0
135414253,Q9NP56,0,1,0
135414253,Q9Y233,0,1,0
135414253,X5DNX5,0,1,0
135462830,P22303,0,1,1
137319706,P43220,1,0,0
13769,P11511,0,1,1
13769,Q8IYG4,0,1,0
13769,Q8TCA4,0,1,0
145742,A0A0S2Z5U6,0,1,0
145742,B2R8J1,0,1,0
145742,O43272,0,1,0
145742,P07814,0,1,1
145742,P32322,0,1,1
145742,Q96C36,0,1,1
145742,Q99884,0,1,0
145742,Q9UN76,0,1,0
14677,P35367,0,1,1
150311,O75908,0,1,1
150311,P35610,0,1,1
150311,Q14973,1,0,0
150311,Q9UHC9,1,0,0
151114,A0N0X8,0,1,0
151114,C1ID52,0,1,0
151114,P04798,0,1,1
151114,P05177,0,1,1
151114,P05181,0,1,1
151114,P08684,0,1,1
151114,P10632,0,1,1
151114,P10635,0,1,1
151114,P11509,0,1,0
151114,P11511,0,1,1
151114,P11712,0,1,1
151114,P13584,0,1,0
151114,P20813,0,1,1
151114,P20815,0,1,1
151114,P20853,0,1,0
151114,P24462,0,1,1
151114,P24903,0,1,0
151114,P33260,0,1,1
151114,P33261,0,1,1
151114,P51589,0,1,0
151114,Q16678,0,1,1
151114,Q16696,0,1,1
151114,Q53TK1,0,1,0
151114,Q5Y7H2,0,1,0
151114,Q6GRK0,0,1,0
151114,Q7Z348,0,1,0
151114,Q86W10,0,1,0
151114,Q8IYG4,0,1,0
151114,Q8N118,0,1,0
151114,Q8TCA4,0,1,0
151114,Q96SQ9,0,1,0
151114,Q9HB55,0,1,0
151166,P23219,0,1,1
151166,P35354,0,1,1
151170,P20309,0,1,1
15130,G8XRH5,0,1,0
15130,P35372,0,1,1
15209,P47712,0,1,1
153751,E5KMK7,0,1,0
153751,O95985,0,1,0
153751,P11387,0,1,0
153751,P11388,0,1,0
153751,Q02880,0,1,0
153751,Q13472,0,1,0
153751,Q969P6,0,1,0
153751,Q9BVT2,0,1,0
1547484,G4XH65,0,1,0
1547484,P03372,0,1,1
1547484,P06401,0,1,1
1548887,A0A024R8Z4,0,1,0
1548887,O14920,0,1,1
1548887,P23219,0,1,1
1548887,P31513,0,1,0
1548887,P35354,0,1,1
1548887,Q53FW5,0,1,0
1549008,Q14534,0,1,1
1549008,Q5HYI4,0,1,0
1549120,B4DKH4,0,1,0
1549120,P12821,0,1,1
156391,A0A140VK27,0,1,0
156391,O15296,0,1,1
156391,O75342,0,1,0
156391,O95342,1,0,0
156391,P00374,1,0,0
156391,P09917,0,1,1
156391,P09960,0,1,1
156391,P16050,0,1,0
156391,P17516,1,0,0
156391,P18054,0,1,1
156391,P23219,1,1,1
156391,P29466,1,0,0
156391,P35354,1,1,1
156391,P42330,1,0,0
156391,P42574,1,0,0
156391,P49662,1,0,0
156391,P52895,1,0,0
156391,P55211,1,0,0
156391,Q04828,1,0,0
156413,P08913,0,1,0
156413,P18089,0,1,0
156413,P18825,0,1,0
156413,Q4W594,0,1,0
156413,Q9H2S1,0,1,0
156413,Q9UGI6,0,1,0
