category,kegg_drug,pubchem_cid,kegg_target,chosen_uniprot,chosen_affinity,rank_1_based,total_ranked_uniprots,rank_percentile,higher_ranked_targets,higher_ranked_yamanishi_known_positives,higher_ranked_bindingdb_known_positives,higher_ranked_apparent_false_positives,higher_ranked_apparent_fp_fraction,higher_ranked_unsupported_by_yamanishi_or_bindingdb,higher_ranked_unsupported_fraction
enzyme,D00037,311,hsa:1360,P15086,-5.8364,1218,7541,0.16151704018034743,1217,3,0,1214,0.9975349219391948,1214,0.9975349219391948
enzyme,D00037,311,hsa:1431,O75390,-5.4882,2373,7541,0.31467975069619414,2372,8,0,2364,0.9966273187183811,2364,0.9966273187183811
enzyme,D00037,311,hsa:231,P15121,-6.6748,96,7541,0.012730407107810635,95,0,0,95,1.0,95,1.0
enzyme,D00037,311,hsa:4191,P40926,-6.3448,313,7541,0.04150643150775759,312,2,0,310,0.9935897435897436,310,0.9935897435897436
enzyme,D00037,311,hsa:4282,P14174,-4.6482,5695,7541,0.7552048799893913,5694,9,0,5685,0.9984193888303478,5685,0.9984193888303478
enzyme,D00037,311,hsa:635,Q93088,-5.761,1417,7541,0.1879061132475799,1416,5,0,1411,0.9964689265536724,1411,0.9964689265536724
enzyme,D00037,311,hsa:7371,Q9BZX2,-6.374,287,7541,0.03805861291605888,286,1,0,285,0.9965034965034965,285,0.9965034965034965
enzyme,D00037,311,hsa:8654,O76074,-5.5019,2324,7541,0.3081819387349158,2323,7,0,2316,0.9969866551872578,2316,0.9969866551872578
enzyme,D00037,311,hsa:9955,Q9Y663,-5.8232,1246,7541,0.1652300755867922,1245,4,0,1241,0.9967871485943776,1241,0.9967871485943776
enzyme,D00038,243,hsa:1610,P14920,-6.2145,414,7544,0.054878048780487805,413,0,0,413,1.0,413,1.0
enzyme,D00038,243,hsa:25824,P30044,-4.9002,4781,7544,0.6337486744432662,4780,1,0,4779,0.9997907949790795,4779,0.9997907949790795
enzyme,D00039,6287,hsa:27034,Q9UKU7,-4.4815,2960,7482,0.39561614541566426,2959,1,0,2958,0.9996620479891856,2958,0.9996620479891856
enzyme,D00039,6287,hsa:5095,P05165,-3.2931,6923,7482,0.9252873563218391,6922,2,0,6920,0.999711066165848,6920,0.999711066165848
enzyme,D00039,6287,hsa:586,P54687,-5.2791,167,7482,0.022320235231221598,166,0,0,166,1.0,166,1.0
enzyme,D00041,6288,hsa:5095,P05165,-3.2,6970,7482,0.9315690991713446,6969,1,0,6968,0.9998565073898694,6968,0.9998565073898694
enzyme,D00041,6288,hsa:6897,P26639,-4.4908,2672,7482,0.35712376369954557,2671,0,0,2671,1.0,2671,1.0
enzyme,D00043,5936,hsa:10747,O00187,-4.647,2895,7482,0.3869286287089014,2894,21,0,2873,0.992743607463718,2873,0.992743607463718
enzyme,D00043,5936,hsa:11202,O60259,-4.1967,4841,7482,0.6470195134990644,4840,35,0,4805,0.9927685950413223,4805,0.9927685950413223
enzyme,D00043,5936,hsa:1200,O14773,-4.7136,2583,7482,0.34522854851643947,2582,19,0,2563,0.9926413632842758,2563,0.9926413632842758
enzyme,D00043,5936,hsa:1215,P23946,-4.3445,4205,7482,0.562015503875969,4204,30,0,4174,0.9928639391056137,4174,0.9928639391056137
enzyme,D00043,5936,hsa:1675,P00746,-4.7157,2572,7482,0.34375835338144883,2571,18,0,2553,0.9929988331388565,2553,0.9929988331388565
enzyme,D00043,5936,hsa:1803,P27487,-4.7467,2432,7482,0.32504677893611333,2431,16,0,2415,0.9934183463595229,2415,0.9934183463595229
enzyme,D00043,5936,hsa:2098,P10768,-4.7962,2240,7482,0.29938519112536754,2239,15,0,2224,0.9933005806163466,2224,0.9933005806163466
enzyme,D00043,5936,hsa:2155,P08709,-4.3237,4287,7482,0.5729751403368083,4286,31,0,4255,0.9927671488567429,4255,0.9927671488567429
enzyme,D00043,5936,hsa:2158,P00740,-3.3811,6951,7482,0.9290296712109062,6950,36,0,6914,0.994820143884892,6914,0.994820143884892
enzyme,D00043,5936,hsa:2159,P00742,-5.1081,1136,7482,0.15183106121357925,1135,9,0,1126,0.9920704845814978,1126,0.9920704845814978
enzyme,D00043,5936,hsa:2160,P03951,-5.2416,782,7482,0.1045175086875167,781,5,0,776,0.9935979513444302,776,0.9935979513444302
enzyme,D00043,5936,hsa:2161,P00748,-4.5833,3155,7482,0.42167869553595294,3154,22,0,3132,0.9930247305009512,3132,0.9930247305009512
enzyme,D00043,5936,hsa:28972,Q9Y6A9,-4.2346,4677,7482,0.6251002405773858,4676,34,0,4642,0.9927288280581694,4642,0.9927288280581694
enzyme,D00043,5936,hsa:3001,P12544,-5.1047,1148,7482,0.15343491045175087,1147,10,0,1137,0.99128160418483,1137,0.99128160418483
enzyme,D00043,5936,hsa:3002,P10144,-4.2955,4391,7482,0.586875167067629,4390,32,0,4358,0.9927107061503417,4358,0.9927107061503417
enzyme,D00043,5936,hsa:354,P07288,-4.8557,2000,7482,0.2673082063619353,1999,14,0,1985,0.9929964982491246,1985,0.9929964982491246
enzyme,D00043,5936,hsa:3816,P06870,-4.395,3974,7482,0.5311414060411654,3973,28,0,3945,0.9929524288950415,3945,0.9929524288950415
enzyme,D00043,5936,hsa:3817,P20151,-4.4451,3758,7482,0.5022721197540765,3757,26,0,3731,0.9930795847750865,3731,0.9930795847750865
enzyme,D00043,5936,hsa:3818,P03952,-5.4237,409,7482,0.05466452820101577,408,2,0,406,0.9950980392156863,406,0.9950980392156863
enzyme,D00043,5936,hsa:43,P22303,-5.5077,295,7482,0.03942796043838546,294,1,0,293,0.9965986394557823,293,0.9965986394557823
enzyme,D00043,5936,hsa:5045,P09958,-5.0085,1442,7482,0.19272921678695537,1441,13,0,1428,0.9909784871616932,1428,0.9909784871616932
enzyme,D00043,5936,hsa:5327,P00750,-5.1239,1099,7482,0.14688585939588344,1098,8,0,1090,0.9927140255009107,1090,0.9927140255009107
enzyme,D00043,5936,hsa:5328,P00749,-4.657,2842,7482,0.3798449612403101,2841,20,0,2821,0.9929602252727913,2821,0.9929602252727913
enzyme,D00043,5936,hsa:5340,P00747,-5.2672,723,7482,0.09663191659983962,722,4,0,718,0.9944598337950139,718,0.9944598337950139
enzyme,D00043,5936,hsa:5476,P10619,-5.2248,833,7482,0.11133386794974606,832,6,0,826,0.9927884615384616,826,0.9927884615384616
enzyme,D00043,5936,hsa:54878,Q6V1X1,-5.7758,84,7482,0.011226944667201283,83,0,0,83,1.0,83,1.0
enzyme,D00043,5936,hsa:5547,P42785,-5.1788,963,7482,0.12870890136327184,962,7,0,955,0.9927234927234927,955,0.9927234927234927
enzyme,D00043,5936,hsa:5550,P48147,-5.0715,1248,7482,0.16680032076984763,1247,11,0,1236,0.9911788291900562,1236,0.9911788291900562
enzyme,D00043,5936,hsa:5646,P35030,-4.4045,3922,7482,0.5241913926757551,3921,27,0,3894,0.9931140015302219,3894,0.9931140015302219
enzyme,D00043,5936,hsa:5650,P49862,-4.3696,4080,7482,0.545308740978348,4079,29,0,4050,0.9928904143172346,4050,0.9928904143172346
enzyme,D00043,5936,hsa:5651,P98073,-4.4556,3716,7482,0.49665864742047583,3715,24,0,3691,0.9935397039030955,3691,0.9935397039030955
enzyme,D00043,5936,hsa:5657,P24158,-4.7362,2477,7482,0.3310612135792569,2476,17,0,2459,0.9931340872374798,2459,0.9931340872374798
enzyme,D00043,5936,hsa:590,P06276,-5.0509,1306,7482,0.17455225875434377,1305,12,0,1293,0.9908045977011494,1293,0.9908045977011494
enzyme,D00043,5936,hsa:64499,P20231,-4.4553,3717,7482,0.4967923015236568,3716,25,0,3691,0.9932723358449946,3691,0.9932723358449946
enzyme,D00043,5936,hsa:6768,Q9Y5Y6,-4.563,3243,7482,0.4334402566158781,3242,23,0,3219,0.9929056138186305,3219,0.9929056138186305
enzyme,D00043,5936,hsa:8192,Q16740,-4.2777,4472,7482,0.5977011494252874,4471,33,0,4438,0.9926191008722881,4438,0.9926191008722881
enzyme,D00043,5936,hsa:91039,Q86TI2,-5.3241,605,7482,0.08086073242448544,604,3,0,601,0.9950331125827815,601,0.9950331125827815
enzyme,D00049,938,hsa:23475,Q15274,-4.5916,4711,7482,0.6296444800855386,4710,1,2,4709,0.9997876857749469,4707,0.9993630573248408
enzyme,D00049,938,hsa:4837,P40261,-5.3396,1457,7482,0.19473402833466988,1456,0,2,1456,1.0,1454,0.9986263736263736
enzyme,D00050,493570,hsa:55312,Q969G6,-11.0514,1,7292,0.00013713658804168953,0,0,0,0,0.0,0,0.0
enzyme,D00050,493570,hsa:645,P30043,-7.5954,1814,7292,0.2487657707076248,1813,1,1,1812,0.9994484280198566,1811,0.9988968560397132
enzyme,D00052,6049,hsa:3416,P14735,-6.7529,116,7532,0.015400955921402018,115,0,0,115,1.0,115,1.0
enzyme,D00052,6049,hsa:4311,P08473,-6.2915,461,7532,0.06120552310143388,460,1,0,459,0.9978260869565218,459,0.9978260869565218
enzyme,D00054,135398641,hsa:4860,P00491,-7.3245,1121,7403,0.1514250979332703,1120,0,0,1120,1.0,1120,1.0
enzyme,D00055,967,hsa:1723,Q02127,-7.5378,3,7479,0.00040112314480545525,2,0,0,2,1.0,2,1.0
enzyme,D00065,6306,hsa:36,P45954,-4.9406,1564,7482,0.2090350173750334,1563,2,0,1561,0.9987204094689699,1561,0.9987204094689699
enzyme,D00065,6306,hsa:38,P24752,-4.5257,3577,7482,0.4780807270783213,3576,3,0,3573,0.9991610738255033,3573,0.9991610738255033
enzyme,D00065,6306,hsa:5095,P05165,-3.4917,6865,7482,0.917535418337343,6864,4,0,6860,0.9994172494172494,6860,0.9994172494172494
enzyme,D00065,6306,hsa:586,P54687,-5.1642,785,7482,0.10491847099705962,784,0,0,784,1.0,784,1.0
enzyme,D00065,6306,hsa:587,O15382,-4.963,1474,7482,0.19700614808874634,1473,1,0,1472,0.9993211133740665,1472,0.9993211133740665
enzyme,D00070,135398658,hsa:8836,Q92820,-7.7376,3505,7355,0.47654656696125086,3504,0,0,3504,1.0,3504,1.0
enzyme,D00094,444795,hsa:216,P00352,-9.2901,170,7532,0.02257036643653744,169,0,0,169,1.0,169,1.0
enzyme,D00094,444795,hsa:8854,O94788,-8.0998,1078,7532,0.14312267657992564,1077,1,0,1076,0.9990714948932219,1076,0.9990714948932219
enzyme,D00097,338,hsa:239,P18054,-6.2009,817,7544,0.10829798515376458,816,4,5,812,0.9950980392156863,807,0.9889705882352942
enzyme,D00097,338,hsa:240,P09917,-6.406,427,7544,0.056601272534464474,426,3,3,423,0.9929577464788732,420,0.9859154929577465
enzyme,D00097,338,hsa:247,O15296,-5.6608,2643,7544,0.35034464475079535,2642,6,14,2636,0.9977289931869796,2623,0.9928084784254353
enzyme,D00097,338,hsa:3551,O14920,-7.2763,9,7544,0.0011930010604453872,8,1,0,7,0.875,7,0.875
enzyme,D00097,338,hsa:4048,P09960,-6.527,292,7544,0.03870625662778367,291,2,2,289,0.993127147766323,287,0.9862542955326461
enzyme,D00097,338,hsa:4353,P05164,-7.4258,6,7544,0.0007953340402969247,5,0,0,5,1.0,5,1.0
enzyme,D00097,338,hsa:5742,P23219,-5.9622,1504,7544,0.19936373276776245,1503,5,9,1498,0.9966733200266135,1489,0.9906852960745176
enzyme,D00103,444305,hsa:51205,Q9NPH0,-5.2925,1299,7582,0.17132682669480348,1298,0,0,1298,1.0,1298,1.0
enzyme,D00103,444305,hsa:52,P24666,-4.9552,2532,7582,0.3339488261672382,2531,2,0,2529,0.9992097984986171,2529,0.9992097984986171
enzyme,D00103,444305,hsa:54,P13686,-4.4595,4646,7582,0.6127670799261409,4645,3,0,4642,0.9993541442411195,4642,0.9993541442411195
enzyme,D00103,444305,hsa:55,P15309,-5.2351,1468,7582,0.19361646003692956,1467,1,0,1466,0.9993183367416496,1466,0.9993183367416496
enzyme,D00109,2244,hsa:5742,P23219,-6.6697,396,7544,0.05249204665959703,395,0,0,395,1.0,395,1.0
enzyme,D00109,2244,hsa:5743,P35354,-6.3441,957,7544,0.12685577942735948,956,1,1,955,0.9989539748953975,955,0.9989539748953975
enzyme,D00118,156391,hsa:239,P18054,-7.672,1091,7538,0.14473335102149112,1090,3,7,1087,0.9972477064220183,1082,0.9926605504587156
enzyme,D00118,156391,hsa:240,P09917,-7.5616,1280,7538,0.16980631467232687,1279,5,7,1274,0.9960906958561376,1269,0.9921813917122753
enzyme,D00118,156391,hsa:247,O15296,-7.6186,1171,7538,0.15534624568851155,1170,4,7,1166,0.9965811965811966,1161,0.9923076923076923
enzyme,D00118,156391,hsa:4048,P09960,-10.0563,4,7538,0.0005306447333510214,3,0,0,3,1.0,3,1.0
enzyme,D00118,156391,hsa:5742,P23219,-7.7943,930,7538,0.1233749005041125,929,1,5,928,0.9989235737351991,923,0.9935414424111948
enzyme,D00118,156391,hsa:5743,P35354,-7.7024,1046,7538,0.13876359777129213,1045,2,6,1043,0.9980861244019139,1038,0.9933014354066986
enzyme,D00120,1548887,hsa:3551,O14920,-8.9466,426,7396,0.057598702001081664,425,0,0,425,1.0,425,1.0
enzyme,D00120,1548887,hsa:5742,P23219,-8.649,654,7396,0.08842617631151974,653,2,0,651,0.996937212863706,651,0.996937212863706
enzyme,D00120,1548887,hsa:5743,P35354,-8.6493,653,7396,0.08829096809085993,652,1,0,651,0.9984662576687117,651,0.9984662576687117
enzyme,D00125,36462,hsa:7153,P11388,-9.8522,420,7494,0.05604483586869496,419,0,0,419,1.0,419,1.0
enzyme,D00125,36462,hsa:7155,Q02880,-8.7411,1694,7494,0.226047504670403,1693,1,0,1692,0.9994093325457767,1692,0.9994093325457767
enzyme,D00126,3672,hsa:1559,P11712,-6.6196,1940,7541,0.25726031030367325,1939,5,10,1934,0.997421351211965,1927,0.9938112429087158
enzyme,D00126,3672,hsa:239,P18054,-7.2809,670,7541,0.0888476329399284,669,2,5,667,0.9970104633781763,663,0.9910313901345291
enzyme,D00126,3672,hsa:240,P09917,-6.8192,1469,7541,0.19480175043097733,1468,4,8,1464,0.997275204359673,1458,0.9931880108991825
enzyme,D00126,3672,hsa:3906,P00709,-5.0912,6563,7541,0.8703089775891791,6562,6,14,6556,0.9990856446205425,6546,0.9975617189881134
enzyme,D00126,3672,hsa:4048,P09960,-8.8581,12,7541,0.0015913008884763293,11,0,0,11,1.0,11,1.0
enzyme,D00126,3672,hsa:5742,P23219,-7.5483,416,7541,0.055165097467179416,415,1,3,414,0.9975903614457832,411,0.9903614457831326
enzyme,D00126,3672,hsa:5743,P35354,-7.1697,822,7541,0.10900411086062857,821,3,6,818,0.9963459196102314,813,0.9902557856272838
enzyme,D00127,54676228,hsa:5742,P23219,-7.9314,1900,7236,0.2625760088446656,1899,1,0,1898,0.9994734070563455,1898,0.9994734070563455
enzyme,D00127,54676228,hsa:5743,P35354,-9.3774,158,7236,0.02183526810392482,157,0,0,157,1.0,157,1.0
enzyme,D00130,3059,hsa:5742,P23219,-8.0542,1239,7475,0.165752508361204,1238,1,0,1237,0.9991922455573505,1237,0.9991922455573505
enzyme,D00130,3059,hsa:5743,P35354,-8.3063,822,7475,0.10996655518394649,821,0,0,821,1.0,821,1.0
enzyme,D00131,3117,hsa:1571,P05181,-4.9852,363,7542,0.04813046937151949,362,1,0,361,0.9972375690607734,361,0.9972375690607734
enzyme,D00131,3117,hsa:1621,P09172,-4.1356,2751,7542,0.3647573587907717,2750,9,0,2741,0.9967272727272727,2741,0.9967272727272727
enzyme,D00131,3117,hsa:216,P00352,-5.0644,273,7542,0.03619729514717582,272,0,0,272,1.0,272,1.0
enzyme,D00131,3117,hsa:217,P05091,-4.9245,432,7542,0.057279236276849645,431,2,0,429,0.9953596287703016,429,0.9953596287703016
enzyme,D00131,3117,hsa:218,P30838,-4.45,1514,7542,0.20074250861840362,1513,8,0,1505,0.9947124917382684,1505,0.9947124917382684
enzyme,D00131,3117,hsa:219,P30837,-4.6801,866,7542,0.11482365420312915,865,4,0,861,0.9953757225433526,861,0.9953757225433526
enzyme,D00131,3117,hsa:223,P49189,-4.8129,597,7542,0.07915672235481305,596,3,0,593,0.9949664429530202,593,0.9949664429530202
enzyme,D00131,3117,hsa:224,P51648,-4.5651,1168,7542,0.1548660832670379,1167,5,0,1162,0.9957155098543273,1162,0.9957155098543273
enzyme,D00131,3117,hsa:444,Q12797,-4.4638,1469,7542,0.19477592150623177,1468,7,0,1461,0.9952316076294278,1461,0.9952316076294278
enzyme,D00131,3117,hsa:501,P49419,-4.5538,1199,7542,0.15897639883320075,1198,6,0,1192,0.994991652754591,1192,0.994991652754591
enzyme,D00132,3825,hsa:239,P18054,-8.5066,817,7534,0.10844173082028138,816,1,0,815,0.9987745098039216,815,0.9987745098039216
enzyme,D00132,3825,hsa:240,P09917,-8.3502,1028,7534,0.1364481019378816,1027,2,0,1025,0.9980525803310614,1025,0.9980525803310614
enzyme,D00132,3825,hsa:247,O15296,-8.2981,1089,7534,0.14454473055481815,1088,4,0,1084,0.9963235294117647,1084,0.9963235294117647
enzyme,D00132,3825,hsa:3906,P00709,-5.9095,6694,7534,0.8885054419962836,6693,6,0,6687,0.9991035410129987,6687,0.9991035410129987
enzyme,D00132,3825,hsa:4048,P09960,-10.1721,29,7534,0.0038492168834616406,28,0,0,28,1.0,28,1.0
enzyme,D00132,3825,hsa:5742,P23219,-8.3222,1062,7534,0.1409609769046987,1061,3,0,1058,0.9971724787935909,1058,0.9971724787935909
enzyme,D00132,3825,hsa:5743,P35354,-8.2195,1198,7534,0.1590124767719671,1197,5,0,1192,0.9958228905597326,1192,0.9958228905597326
enzyme,D00136,3559,hsa:10327,P14550,-8.1274,1969,7312,0.26928336980306344,1968,5,0,1963,0.9974593495934959,1963,0.9974593495934959
enzyme,D00136,3559,hsa:1576,P08684,-9.0746,747,7312,0.10216083150984683,746,4,0,742,0.9946380697050938,742,0.9946380697050938
enzyme,D00136,3559,hsa:1645,Q04828,-10.3958,85,7312,0.01162472647702407,84,1,0,83,0.9880952380952381,83,0.9880952380952381
enzyme,D00136,3559,hsa:231,P15121,-10.3145,100,7312,0.013676148796498906,99,2,0,97,0.9797979797979798,97,0.9797979797979798
enzyme,D00136,3559,hsa:51181,Q7Z4W1,-9.7982,270,7312,0.036925601750547044,269,3,0,266,0.9888475836431226,266,0.9888475836431226
enzyme,D00136,3559,hsa:57016,O60218,-10.5861,44,7312,0.006017505470459519,43,0,0,43,1.0,43,1.0
enzyme,D00139,4114,hsa:10858,Q9Y6A2,-7.031,1630,7582,0.21498285412819837,1629,20,0,1609,0.9877225291589933,1609,0.9877225291589933
enzyme,D00139,4114,hsa:1544,P05177,-9.5235,3,7582,0.0003956739646531258,2,1,0,1,0.5,1,0.5
enzyme,D00139,4114,hsa:1545,Q16678,-10.1071,1,7582,0.00013189132155104195,0,0,0,0,0.0,0,0.0
enzyme,D00139,4114,hsa:1548,P11509,-7.6806,510,7582,0.06726457399103139,509,7,0,502,0.9862475442043221,502,0.9862475442043221
enzyme,D00139,4114,hsa:1551,P24462,-7.1649,1320,7582,0.17409654444737535,1319,19,0,1300,0.9855951478392722,1300,0.9855951478392722
enzyme,D00139,4114,hsa:1553,Q16696,-8.0751,208,7582,0.027433394882616723,207,3,0,204,0.9855072463768116,204,0.9855072463768116
enzyme,D00139,4114,hsa:1555,P20813,-7.4523,809,7582,0.10670007913479293,808,10,0,798,0.9876237623762376,798,0.9876237623762376
enzyme,D00139,4114,hsa:1557,P33261,-7.5067,726,7582,0.09575309944605645,725,8,0,717,0.9889655172413793,717,0.9889655172413793
enzyme,D00139,4114,hsa:1558,P10632,-8.2425,140,7582,0.018464785017145872,139,2,0,137,0.9856115107913669,137,0.9856115107913669
enzyme,D00139,4114,hsa:1559,P11712,-7.4904,758,7582,0.09997362173568979,757,9,0,748,0.988110964332893,748,0.988110964332893
enzyme,D00139,4114,hsa:1562,P33260,-3.8557,7400,7582,0.9759957794777103,7399,24,0,7375,0.9967563184214083,7375,0.9967563184214083
enzyme,D00139,4114,hsa:1565,P10635,-7.7277,463,7582,0.06106568187813242,462,6,0,456,0.987012987012987,456,0.987012987012987
enzyme,D00139,4114,hsa:1571,P05181,-7.7322,458,7582,0.06040622527037721,457,5,0,452,0.9890590809628009,452,0.9890590809628009
enzyme,D00139,4114,hsa:1576,P08684,-7.2182,1217,7582,0.16051173832761803,1216,18,0,1198,0.9851973684210527,1198,0.9851973684210527
enzyme,D00139,4114,hsa:1577,P20815,-6.9225,1879,7582,0.2478237931944078,1878,22,0,1856,0.9882854100106496,1856,0.9882854100106496
