reason,category,kegg_drug,pubchem_cid,ligand_title,kegg_target,target_uniprots
missing_uniprot_affinity_for_target,enzyme,D00041,6288,L-Threonine,hsa:5096,P05166
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:10279,Q9NQE7
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:23430,Q9BZJ3
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:23436,P08861
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:327,P13798
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:49,P10323
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5122,P29120
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5126,P16519
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5167,P22413
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5444,P27169
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5445,Q15165
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:5645,P07478;Q5NV56;Q6PK75
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:63036,P08217
missing_uniprot_affinity_for_target,enzyme,D00043,5936,Diisopropyl Fluorophosphate,hsa:7174,P29144
missing_uniprot_affinity_for_target,enzyme,D00045,60961,Adenosine,hsa:107,Q08828
missing_uniprot_affinity_for_target,enzyme,D00052,6049,Ethylenediaminetetraacetic Acid,hsa:1363,A0A384N679;P16870
missing_uniprot_affinity_for_target,enzyme,D00065,6306,L-Isoleucine,hsa:10295,O14874
missing_uniprot_affinity_for_target,enzyme,D00065,6306,L-Isoleucine,hsa:3376,P41252
missing_uniprot_affinity_for_target,enzyme,D00065,6306,L-Isoleucine,hsa:5096,P05166
missing_uniprot_affinity_for_target,enzyme,D00070,135398658,Folic Acid,hsa:2356,Q05932
missing_uniprot_affinity_for_target,enzyme,D00086,864,alpha Lipoic acid,hsa:51601,Q9Y234
missing_uniprot_affinity_for_target,enzyme,D00097,338,Salicylic Acid,hsa:242,O75342
missing_uniprot_affinity_for_target,enzyme,D00097,338,Salicylic Acid,hsa:246,P16050
missing_uniprot_affinity_for_target,enzyme,D00097,338,Salicylic Acid,hsa:4025,P22079
missing_uniprot_affinity_for_target,enzyme,D00097,338,Salicylic Acid,hsa:8288,P11678
missing_uniprot_affinity_for_target,enzyme,D00103,444305,L-Tartaric acid,hsa:53,P11117
missing_uniprot_affinity_for_target,enzyme,D00103,444305,L-Tartaric acid,hsa:93650,Q9BZG2
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1033,Q16667
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:11072,O95147;Q6FI36
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:11221,Q9Y6W6
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:11266,Q9UNI6
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:128853,Q9H1R2
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:132160,Q96MI6
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:134510,Q8WVY7
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:142679,Q8WTR2
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:150290,Q8NEJ0
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1843,B4DU40;P28562
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1844,Q05923
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1845,P51452
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1846,Q13115
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1847,Q16690
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1848,Q16828
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1849,Q16829
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1850,Q13202
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:1852,Q6P9C2;Q99956
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:22843,Q8WY54
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:23035,Q6ZVD8
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:23239,O60346
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:28227,Q9Y5P8
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:390956,
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:51207,Q6B8I1;Q9UII6
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:51645,Q9Y3C6
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:53938,A0A024R3V4;Q9H2H8
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5470,O14830
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5475,O14829
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5478,P62937;V9HWF5
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5479,P23284
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5481,E5KN55;Q08752
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5494,P35813
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5495,O75688
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5496,O15355;Q6IAU5
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5499,P62136
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5500,P62140;V9HW04
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5501,P36873
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5515,B3KUN1;P67775
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5516,A0A140VJS0;P62714
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5523,Q06190
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5530,A0A0S2Z4C6;Q08209
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5531,A0A024R625;P60510
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5532,P16298
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5533,P48454
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5536,P53041
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:5537,A0A024R861;O00743
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:58190,Q9GZU7
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:63904,Q9H596
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:7957,O95278
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:80824,Q9BY84
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:84152,B3KVQ9;Q9UD71
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:85313,Q8WUA2
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:8555,O60729
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:8556,Q59EF4;Q9UNH5
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:9150,Q9Y5B0
missing_ligand_affinity_file,enzyme,D00107,5282315,Tacrolimus Hydrate,hsa:9647,P49593
missing_uniprot_affinity_for_target,enzyme,D00118,156391,Naproxen,hsa:242,O75342
missing_uniprot_affinity_for_target,enzyme,D00118,156391,Naproxen,hsa:246,P16050
missing_uniprot_affinity_for_target,enzyme,D00120,1548887,Sulindac,hsa:2328,A0A024R8Z4;P31513;Q53FW5
missing_uniprot_affinity_for_target,enzyme,D00126,3672,"Ibuprofen, (+-)-",hsa:242,O75342
missing_uniprot_affinity_for_target,enzyme,D00129,5280453,Calcitriol,hsa:1594,O15528
missing_uniprot_affinity_for_target,enzyme,D00132,3825,Ketoprofen,hsa:242,O75342
missing_uniprot_affinity_for_target,enzyme,D00132,3825,Ketoprofen,hsa:246,P16050
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:1549,P20853
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:1572,P24903
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:1573,P51589
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:1579,Q02928
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:1580,P13584
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:1593,Q02318
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:1594,O15528
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:199974,Q86W10
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:260293,Q8N118
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:284541,Q5TCH4
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:29785,Q96SQ9
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:4051,Q08477
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:51004,Q9Y2Z9
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:51302,Q9NYL5
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:64816,Q9HB55
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:8529,P78329
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:9023,O95992
missing_uniprot_affinity_for_target,enzyme,D00139,4114,8-Methoxypsoralen,hsa:9420,O75881;Q05C57
missing_uniprot_affinity_for_target,enzyme,D00141,3715,Indomethacin,hsa:242,O75342
missing_uniprot_affinity_for_target,enzyme,D00141,3715,Indomethacin,hsa:246,P16050
missing_uniprot_affinity_for_target,enzyme,D00148,5280483,Vitamin K,hsa:2677,P38435
missing_ligand_affinity_file,enzyme,D00158,23677829,Tolmetin sodium dihydrate,hsa:5742,P23219
missing_ligand_affinity_file,enzyme,D00158,23677829,Tolmetin sodium dihydrate,hsa:5743,P35354
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:10279,Q9NQE7
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:1504,P17538
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:1990,Q9UNI1
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:23430,Q9BZJ3
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:23436,P08861
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:49,P10323
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:5122,P29120
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:5126,P16519
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:5645,P07478;Q5NV56;Q6PK75
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:63036,P08217
missing_uniprot_affinity_for_target,enzyme,D00160,564,6-Aminohexanoic Acid,hsa:7174,P29144
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1033,Q16667
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:11072,O95147;Q6FI36
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:11221,Q9Y6W6
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:11266,Q9UNI6
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:128853,Q9H1R2
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:132160,Q96MI6
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:134510,Q8WVY7
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:142679,Q8WTR2
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:150290,Q8NEJ0
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1843,B4DU40;P28562
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1844,Q05923
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1845,P51452
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1846,Q13115
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1847,Q16690
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1848,Q16828
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1849,Q16829
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1850,Q13202
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:1852,Q6P9C2;Q99956
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:22843,Q8WY54
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:23035,Q6ZVD8
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:23239,O60346
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:28227,Q9Y5P8
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:51207,Q6B8I1;Q9UII6
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5470,O14830
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5475,O14829
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5494,P35813
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5495,O75688
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5496,O15355;Q6IAU5
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5499,P62136
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5500,P62140;V9HW04
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5501,P36873
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5515,B3KUN1;P67775
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5516,A0A140VJS0;P62714
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5523,Q06190
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5530,A0A0S2Z4C6;Q08209
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5531,A0A024R625;P60510
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5532,P16298
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5533,P48454
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5536,P53041
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:5537,A0A024R861;O00743
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:58190,Q9GZU7
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:63904,Q9H596
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:7957,O95278
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:80824,Q9BY84
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:84152,B3KVQ9;Q9UD71
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:8555,O60729
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:8556,Q59EF4;Q9UNH5
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:9150,Q9Y5B0
missing_ligand_affinity_file,enzyme,D00184,5280754,Cyclosporine (USP),hsa:9647,P49593
missing_uniprot_affinity_for_target,enzyme,D00185,5756,Estriol,hsa:51,Q15067
missing_uniprot_affinity_for_target,enzyme,D00187,5280793,Ergocalciferol,hsa:1594,O15528
missing_uniprot_affinity_for_target,enzyme,D00188,5280795,Vitamin D3,hsa:1593,Q02318
missing_uniprot_affinity_for_target,enzyme,D00216,41774,"(3R,4R,5S,6R)-5-(((2R,3R,4R,5S,6R)-5-(((2R,3R,4S,5S,6R)-3,4-dihydroxy-6-methyl-5-(((1S,4R,5S,6S)-4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl)amino)oxan-2-yl)oxy)-3,4-dihydroxy-6-(hydroxymethyl)oxan-2-yl)oxy)-6-(hydroxymethyl)oxane-2,3,4-triol",hsa:2595,Q8TET4
missing_uniprot_affinity_for_target,enzyme,D00217,1983,Acetaminophen,hsa:1733,A8K415;P49895
missing_uniprot_affinity_for_target,enzyme,D00217,1983,Acetaminophen,hsa:1734,Q92813
missing_uniprot_affinity_for_target,enzyme,D00217,1983,Acetaminophen,hsa:1735,P55073;Q86TU3
missing_uniprot_affinity_for_target,enzyme,D00217,1983,Acetaminophen,hsa:4025,P22079
missing_uniprot_affinity_for_target,enzyme,D00217,1983,Acetaminophen,hsa:8288,P11678
missing_uniprot_affinity_for_target,enzyme,D00218,1986,Acetazolamide,hsa:11238,Q9Y2D0
missing_uniprot_affinity_for_target,enzyme,D00218,1986,Acetazolamide,hsa:763,P35218
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:1549,P20853
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:1572,P24903
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:1573,P51589
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:1579,Q02928
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:1580,P13584
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:1593,Q02318
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:1594,O15528
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:199974,Q86W10
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:260293,Q8N118
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:284541,Q5TCH4
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:29785,Q96SQ9
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:4051,Q08477
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:51004,Q9Y2Z9
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:51302,Q9NYL5
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:64816,Q9HB55
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:8529,P78329
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:9023,O95992
missing_uniprot_affinity_for_target,enzyme,D00225,2118,Alprazolam,hsa:9420,O75881;Q05C57
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:10846,Q9Y233
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:27115,Q9NP56
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:50940,Q9HCR9
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5136,P54750
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5137,Q14123
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5138,O00408;Q8IW54
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5140,A7E2E5;Q13370
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5141,P27815
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5142,Q07343;X5DNX5
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5143,F6R4I1;O43849;Q08493;Q32MM7
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5144,A0A140VJR0;Q08499
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5147,O43924;Q6IB24
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5148,P18545
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5149,Q13956
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5150,Q13946
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5151,O60658
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:5152,A0A0S2Z4T6;O76083
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:8622,B3KN77;O95263
missing_ligand_affinity_file,enzyme,D00227,9433,Aminophylline,hsa:8654,O76074
missing_uniprot_affinity_for_target,enzyme,D00231,3698,Amrinone,hsa:27115,Q9NP56
missing_uniprot_affinity_for_target,enzyme,D00231,3698,Amrinone,hsa:50940,Q9HCR9
missing_uniprot_affinity_for_target,enzyme,D00231,3698,Amrinone,hsa:5136,P54750
missing_uniprot_affinity_for_target,enzyme,D00231,3698,Amrinone,hsa:5137,Q14123
